"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	2.30557613963541	0.0267995080073171	86.0305397772943	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"keyfamily"	0.00337261083281226	0.0156106524279332	0.21604547589423	0.828952299873634	0.828952299873634	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"keysubclass"	-0.197066614253071	0.0181129098754762	-10.8798981283448	1.43723497013548e-27	4.02425791637936e-27	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"cutoff"	-0.645767564116843	0.0419275921930312	-15.4019711206831	1.5875531380351e-53	5.55643598312285e-53	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"methodscvi"	0.227785195164335	0.0310140983527408	7.34456931727002	2.06422693372975e-13	4.1284538674595e-13	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.118079154406416	0.0267167544743897	4.4196668618415	9.88531693259812e-06	1.38394437056374e-05	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.720041140263683	0.0275875143239868	-26.1002543327226	3.62163949435789e-150	1.69009843070035e-149	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"referencewhole cortex"	-0.196312082277959	0.0269695640030294	-7.2790232076391	3.36245842192178e-13	5.88430223836311e-13	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"subsample_ref100"	0.0255668507420138	0.0168249209480637	1.51958222097657	0.128616009079147	0.150052010592339	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"subsample_ref50"	-0.148042060683467	0.0169395629983021	-8.7394261999737	2.34297380417478e-18	5.46693887640782e-18	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"cutoff:methodscvi"	-3.80662889634182	0.0616182399470861	-61.7776310977191	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.169902645528623	0.0390598798234514	-4.34979949494403	1.36262065468008e-05	1.73424446959283e-05	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.248583870954929	0.0384674206400974	6.46219233882846	1.03196811642484e-10	1.60528373666086e-10	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.0323562079671328	0.0389599634388181	0.830498930471131	0.406256752285963	0.437507271692575	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	75121.4443028668	-150212.888605734	-150089.955206134
