"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	1.60716654858528	0.0388319917930792	41.3876928371137	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"methodscvi"	-0.514418488480853	0.0477197827051582	-10.7799838833978	4.27960743545227e-27	2.13980371772613e-26	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.00408478489330842	0.0461489845640071	-0.0885129961558083	0.929468955442716	0.929468955442716	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.358763562430348	0.0473665307605385	-7.57419968635823	3.61348246553391e-14	1.20449415517797e-13	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"referencewhole cortex"	-0.258933706864635	0.0468860929171481	-5.52261215969082	3.33996453192018e-08	8.34991132980046e-08	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"subsample_ref100"	0.0734515285524316	0.0294105837129069	2.49745225288396	0.0125089309545643	0.0178699013636633	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"subsample_ref50"	-0.128533695334032	0.0298063284129989	-4.31229548145142	1.61568311341218e-05	3.23136622682436e-05	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.152990287764702	0.067127225101982	2.27910937078471	0.0226605646172741	0.0283257057715926	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.253105502380773	0.0684926719913998	3.69536616139831	0.000219570120801834	0.00036595020133639	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.0985200429547883	0.0681668276916393	1.44527838966565	0.148379705406635	0.164866339340706	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	45898.0246821841	-91774.0493643682	-91694.4404170829
