"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.302504232907661	0.112331385082979	Inf	0.132519634769992	0.551828096736085
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.480502933181905	0.132768794106435	Inf	0.245918332496317	0.724010987318894
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.479535258696674	0.132781229437378	Inf	0.245152136413507	0.723287513305644
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.300598293126955	0.111933307170973	Inf	0.131477845610458	0.549599785887566
"whole cortex"	"seurat"	0.355415244740388	0.121910014340791	Inf	0.162698082758832	0.610080229070054
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.347683739344906	0.120822639132541	Inf	0.157976127960948	0.602260297563259
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.454126389261751	0.131894247400292	Inf	0.22673818274674	0.702409437542859
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.513807288533882	0.132939009797461	Inf	0.271351809399101	0.749934175123129
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.344617690561653	0.120250174814017	Inf	0.156262402369356	0.598865130934408
"whole cortex"	"scvi"	0.476047638928865	0.132682117086349	Inf	0.242598782448691	0.720454758208353
