label	key	reference	method	subsample_ref	mean_rank	median_rank	mean_norm_rank	n_studies	n_wins	mean_f1_across_studies	std_f1_across_studies	mean_support	total_samples	win_fraction
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	11.375	7.75	0.17584745762711865	8	2	0.9883899045684773	0.014007562099052746	10.029823391761598	511	0.25
Astrocyte	class	whole cortex	scvi	100	13.75	12.0	0.21610169491525424	8	2	0.9879125679444231	0.01322233110193537	10.029823391761598	511	0.25
Astrocyte	class	whole cortex	scvi	500	14.0	8.0	0.22033898305084745	8	2	0.9878255997626382	0.013811411379950799	10.029823391761598	511	0.25
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	500	14.8125	16.75	0.2341101694915254	8	3	0.9882858501912801	0.01289585657089025	10.029823391761598	511	0.375
Astrocyte	class	Dissection Angular gyrus AnG	scvi	50	15.0625	12.25	0.23834745762711865	8	1	0.9875677371712394	0.014523081673734214	10.029823391761598	511	0.125
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	15.0625	11.0	0.23834745762711865	8	2	0.9875176180615571	0.01378501248028933	10.029823391761598	511	0.25
Astrocyte	class	Dissection Angular gyrus AnG	scvi	500	15.5	14.75	0.2457627118644068	8	0	0.9876779641732603	0.01352007688519749	10.029823391761598	511	0.0
Astrocyte	class	Dissection Primary somatosensory cortex S1	scvi	100	18.0	18.25	0.288135593220339	8	1	0.9870393371168942	0.01280886813743776	10.029823391761598	511	0.125
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	50	18.125	13.75	0.2902542372881356	8	0	0.9865699365481289	0.01326785591575632	10.029823391761598	511	0.0
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	500	19.25	15.5	0.3093220338983051	8	1	0.9875008833331618	0.014428149023519873	10.029823391761598	511	0.125
Astrocyte	class	Dissection Primary somatosensory cortex S1	scvi	500	20.6875	17.75	0.3336864406779661	8	0	0.9856829789932632	0.0139611951765827	10.029823391761598	511	0.0
Astrocyte	class	Dissection Angular gyrus AnG	scvi	100	20.875	18.25	0.336864406779661	8	0	0.9866363360316087	0.013639306405941862	10.029823391761598	511	0.0
Astrocyte	class	Human Multiple Cortical Areas SMART-seq	seurat	50	21.0	17.5	0.3389830508474576	8	2	0.985195190401964	0.015550425441663287	10.029823391761598	511	0.25
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	50	21.0625	15.25	0.34004237288135597	8	2	0.9859736375278785	0.014906436913851993	10.029823391761598	511	0.25
Astrocyte	class	Dissection Primary auditory cortexA1	scvi	100	21.875	18.25	0.3538135593220339	8	1	0.985315194784751	0.01255307278229287	10.029823391761598	511	0.125
Astrocyte	class	Dissection Primary somatosensory cortex S1	scvi	50	22.6875	15.75	0.3675847457627119	8	0	0.985814232064094	0.013554316342429273	10.029823391761598	511	0.0
Astrocyte	class	Human Multiple Cortical Areas SMART-seq	seurat	100	23.75	23.0	0.3855932203389831	8	0	0.9849997148345357	0.014788374406577917	10.029823391761598	511	0.0
Astrocyte	class	Dissection Anterior cingulate cortex ACC	scvi	50	24.0	20.25	0.38983050847457623	8	1	0.985324504798358	0.013744872983868346	10.029823391761598	511	0.125
Astrocyte	class	Dissection Primary visual cortexV1	scvi	100	24.5625	26.5	0.399364406779661	8	0	0.9853452872632175	0.014707599990827082	10.029823391761598	511	0.0
Astrocyte	class	Dissection Angular gyrus AnG	seurat	100	24.875	26.75	0.4046610169491525	8	0	0.9850931265266941	0.013210944148264599	10.029823391761598	511	0.0
Astrocyte	class	Dissection Angular gyrus AnG	seurat	50	24.9375	24.0	0.4057203389830508	8	0	0.9850555965716598	0.01482164624224163	10.029823391761598	511	0.0
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	seurat	50	25.0625	26.75	0.4078389830508475	8	0	0.985234141179732	0.013926435714670692	10.029823391761598	511	0.0
Astrocyte	class	whole cortex	scvi	50	26.125	23.0	0.4258474576271186	8	1	0.9848077640895658	0.01549131474703238	10.029823391761598	511	0.125
Astrocyte	class	Dissection Anterior cingulate cortex ACC	scvi	500	27.625	30.75	0.451271186440678	8	1	0.9827847907061421	0.017227996654019376	10.029823391761598	511	0.125
Astrocyte	class	Dissection Primary auditory cortexA1	seurat	100	27.6875	34.5	0.4523305084745763	8	0	0.983912316200783	0.015398294596018016	10.029823391761598	511	0.0
Astrocyte	class	Dissection Anterior cingulate cortex ACC	seurat	50	28.6875	29.75	0.4692796610169492	8	1	0.9828893996395176	0.015436903515520864	10.029823391761598	511	0.125
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	seurat	50	28.75	27.25	0.4703389830508474	8	0	0.9814063094871114	0.01621059630250034	10.029823391761598	511	0.0
