"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.808290830737008	0.0121144837167517	Inf	0.78342067326433	0.830921466127647
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.811783526992309	0.0119436220872118	Inf	0.787250529451235	0.834083748843046
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.71661005410131	0.015927850821321	Inf	0.684382364995176	0.746764627128323
"Dissection Primary auditory cortexA1"	"seurat"	0.81286655621151	0.0118907671833328	Inf	0.788437875438408	0.835064579971582
"Dissection Primary somatosensory cortex S1"	"seurat"	0.806568751295565	0.012198142722977	Inf	0.781533685950926	0.829361319747235
"Dissection Primary visual cortexV1"	"seurat"	0.807832931643723	0.0121375690943888	Inf	0.782917116938356	0.830508114775056
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.816578834327555	0.0117074702594088	Inf	0.792512436976063	0.838422900080574
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.798499697335934	0.0125753445265688	Inf	0.772724255698689	0.82202521077876
"whole cortex"	"seurat"	0.801892013201594	0.0124186362853861	Inf	0.776423708046742	0.825112623171287
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.820077951224583	0.0115312103233811	Inf	0.796360753972451	0.841582372925079
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.814720392002277	0.0117993533541606	Inf	0.790472339646847	0.83674184769232
"Dissection Angular gyrus AnG"	"scvi"	0.866208333570909	0.00907907477583827	Inf	0.847392623115965	0.883024403524078
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.856724737457697	0.0096089587173042	Inf	0.836842298219449	0.874547515592827
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.795903392526813	0.0126938832770212	Inf	0.769895985684328	0.819659865135283
"Dissection Primary auditory cortexA1"	"scvi"	0.857328569629837	0.00958185152012571	Inf	0.837499540413342	0.87509882540827
"Dissection Primary somatosensory cortex S1"	"scvi"	0.856628128221436	0.00961664444684297	Inf	0.836729843136244	0.874465176280572
"Dissection Primary visual cortexV1"	"scvi"	0.858712861564355	0.00950226578572624	Inf	0.839044332654704	0.876332176773277
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.771520528459235	0.0137644117589846	Inf	0.743430319957395	0.797373540586661
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.837162297901709	0.0106486557707912	Inf	0.815200533557663	0.856972023612152
"whole cortex"	"scvi"	0.833637086996841	0.0108344246328283	Inf	0.811304768749398	0.853802627131481
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.86576480931037	0.00909916540967485	Inf	0.846909431402022	0.882619737049246
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.869665463646811	0.00887867693682719	Inf	0.851254856305275	0.88610223213883
