"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.151131274792949	0.025145959961361	Inf	0.108136001985114	0.207249115003759
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.859324260487313	0.0239111882020362	Inf	0.805653201814521	0.900012946231194
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.859324578699274	0.0239111520541846	Inf	0.805653590910045	0.90001319636946
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.859324502220796	0.0239111607418924	Inf	0.805653497395542	0.900013136251688
"whole cortex"	"seurat"	0.84760378979338	0.0251195972234916	Inf	0.791630445989023	0.89061880991308
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.243411814189291	0.0346660352151383	Inf	0.181978451445101	0.317533880417948
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.88291671980961	0.0211141760220888	Inf	0.834798592664529	0.918389652469863
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.919404933375757	0.0168490304972183	Inf	0.879597597499776	0.946846517305939
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.866807138341395	0.0229722027677	Inf	0.815030392817083	0.905766243824008
"whole cortex"	"scvi"	0.8908924945754	0.0202241150901172	Inf	0.844500002835458	0.924678544591322
