"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.913329365364575	0.0141311910075516	Inf	0.88133095400765	0.937313292582942
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.91371167845851	0.0140336865777031	Inf	0.881942471083929	0.937537291701053
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0698687959072425	0.0115507320302466	Inf	0.0503512852864241	0.0961855421062374
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.912657693069324	0.0142081626787074	Inf	0.880500868060964	0.936782504224268
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.918227470990582	0.0133872914266283	Inf	0.887858942453051	0.940919253116377
"whole cortex"	"seurat"	0.886229048354691	0.0179569515284304	Inf	0.84602069318661	0.916968328485496
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.910345699783972	0.0146249116731302	Inf	0.877251446187823	0.935176726462378
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.95056582676789	0.00842504140980664	Inf	0.931183207896665	0.964696201471915
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.123286399235758	0.0191647571755289	Inf	0.0903647669774342	0.166013055154904
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.920201480956957	0.0131045228854823	Inf	0.890446544316403	0.94239770354542
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.894222494678222	0.0168466139054943	Inf	0.856379508190136	0.92299078739848
"whole cortex"	"scvi"	0.915798820810048	0.0137428977382598	Inf	0.884656019500381	0.939111819559916
