"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.748552626855672	0.0364631379793508	Inf	0.670669510367082	0.81314870003222
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.912281039837599	0.0155302468836352	Inf	0.876688895015294	0.938322721716036
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.921528557561074	0.0140431734013197	Inf	0.889208122260534	0.94500355525212
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.874254951932444	0.0213109890525802	Inf	0.826234061267742	0.910443516571291
"whole cortex"	"seurat"	0.905029984598274	0.0166709106734088	Inf	0.866949766559943	0.933052918440065
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.841624945045183	0.0257611031733096	Inf	0.784412968070546	0.885863325960591
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.944411416102692	0.0102130039423518	Inf	0.920656072440623	0.961353034972179
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.94380900220064	0.0102829798504747	Inf	0.919911022266059	0.960879252397082
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.78673229434848	0.0323664330451548	Inf	0.716517767115262	0.843357663438979
"whole cortex"	"scvi"	0.938874332442741	0.0111545738561596	Inf	0.912997636142895	0.957413641147763
