"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0829167541289513	0.00892332280566755	Inf	0.0670221132454551	0.102168103098823
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.082916853139954	0.00892332988508913	Inf	0.0670221988743814	0.10216821635999
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.420634829441116	0.0307551346837942	Inf	0.361810253371747	0.481803023373364
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0829168288801061	0.00892332815047674	Inf	0.0670221778934333	0.102168188608542
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0829168600995002	0.00892333038270776	Inf	0.0670222048932903	0.102168224321193
"whole cortex"	"seurat"	0.087049223950045	0.00936076574448747	Inf	0.0703668730583395	0.107230375620863
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0958460549267	0.00997739296251621	Inf	0.0779944774125351	0.117263886645607
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0958461205351591	0.00997739733903914	Inf	0.0779945346677332	0.117263960965247
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.218160659840511	0.0211316225089072	Inf	0.179573619748895	0.262387519661823
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0958460864942554	0.00997739506828239	Inf	0.0779945049609145	0.117263922404551
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0958460052043842	0.00997738964570652	Inf	0.0779944340208566	0.1172638303214
"whole cortex"	"scvi"	0.197556887668001	0.0197811585141423	Inf	0.161623345875924	0.239200107078553
