"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.570653091221911	0.0740033287120266	Inf	0.423730000488919	0.70609896761299
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.367946849855242	0.0699325839045263	Inf	0.244086130858526	0.512081722723939
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.552313530300349	0.0737630907548202	Inf	0.407413117436431	0.688842890923925
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.165024967343978	0.0412132213453793	Inf	0.0990766644593227	0.262099679568538
"whole cortex"	"seurat"	0.202623201318113	0.0484755906560071	Inf	0.12367987458131	0.31390545932165
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.216835389158249	0.0508438514543125	Inf	0.133423482634316	0.332391913997337
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.160500360023199	0.0403272803943926	Inf	0.0961180827753498	0.255802944532528
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0707131995605284	0.0195951540623176	Inf	0.0406899178662623	0.120115560564269
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.135345984559276	0.0350780667519548	Inf	0.0800270885193173	0.219769323086268
"whole cortex"	"scvi"	0.109946026347286	0.0292860942462714	Inf	0.0642928467348248	0.181720989805375
