"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.15348772577892	0.0156296747615035	Inf	0.125288449642559	0.186679394848623
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.153487914283595	0.0156296868745481	Inf	0.125288614594959	0.186679606878123
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.768882244948634	0.0221428136703751	Inf	0.722678470296884	0.80941819053693
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.153487907318829	0.0156296864270012	Inf	0.125288608500391	0.186679599044173
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.153487902490849	0.0156296861167639	Inf	0.125288604275629	0.18667959361368
"whole cortex"	"seurat"	0.160342449522401	0.0162928557471319	Inf	0.13091742996117	0.194897900450906
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.175994160307188	0.0171750646277077	Inf	0.144816372906914	0.212218571252151
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.175994241977988	0.017175069388269	Inf	0.144816445175152	0.212218661997964
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.456048964335404	0.0329941900888922	Inf	0.392469632646856	0.521093695074792
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.175994381304018	0.0171750775095284	Inf	0.144816568460921	0.212218816805472
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.175994279728015	0.0171750715887039	Inf	0.144816478579111	0.212218703942659
"whole cortex"	"scvi"	0.375503393862067	0.0308825024727817	Inf	0.317172733736316	0.437685330435867
