"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-1.92491488794305	0.132430669594552	-14.5352650850165	7.24325973315404e-48	1.81081493328851e-47	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"methodscvi"	3.614031631083e-06	0.160269354389802	2.25497360043834e-05	0.999982007913793	0.999982007913793	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	3.95355074204012	0.190924188512593	20.707437715674	2.96830921895162e-95	2.96830921895162e-94	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	3.67135339523194	0.197186861871097	18.6186511636457	2.26856437303645e-77	1.13428218651823e-76	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"referencewhole cortex"	2.59750522069945	0.170099946282375	15.2704646736775	1.2031268651445e-52	4.01042288381499e-52	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"subsample_ref100"	-0.0866102196710379	0.105711305746145	-0.819308957161339	0.412610163445311	0.458455737161457	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"subsample_ref50"	-0.700794101216198	0.112143255381752	-6.24909718226559	4.12831999469752e-10	6.88053332449587e-10	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.42900190269983	0.244002497727756	-5.85650522436138	4.72708725168433e-09	6.75298178812046e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-1.75477905451076	0.252131253429033	-6.95978396428616	3.40794933029479e-12	6.81589866058959e-12	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.201660531229572	0.23946355792894	-0.842134531757916	0.399712654192933	0.458455737161457	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	3484.1011108368	-6946.20222167361	-6895.12053460898
