"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0393938572978898	0.0031816100914993	Inf	0.0336100949260898	0.0461254081522204
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.474257462078874	0.0205360973570631	Inf	0.434260479950677	0.514587525464248
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0394435676612228	0.00318517043980018	Inf	0.0336532497715024	0.0461825445927612
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0393768190240683	0.00318293981062266	Inf	0.0335910140143321	0.0461116359905869
"whole cortex"	"seurat"	0.199142076079698	0.0136914044278732	Inf	0.173657587431635	0.22733755764506
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0434652365482417	0.00342569216011423	Inf	0.037224660179892	0.0506969320932713
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.546347979993064	0.0202027023167869	Inf	0.506541291461991	0.585570735857853
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0433898577410956	0.00342077380335287	Inf	0.0371584112233733	0.0506113840918848
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0434648954756758	0.00342460006130929	Inf	0.0372261679732437	0.0506941178233427
"whole cortex"	"scvi"	0.372786686087381	0.0193926379110388	Inf	0.335628031022221	0.411511125795748
