"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.826616445853756	0.0307505229153795	Inf	0.757920560983355	0.878932143976998
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.817251848665102	0.0320542092158754	Inf	0.745960914349813	0.871970130850305
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.68876871461692	0.0459534620310157	Inf	0.592476856281046	0.771098499883759
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.820472079355581	0.0316063522909379	Inf	0.750070889385267	0.874363994307789
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.802242940597516	0.0340403177191432	Inf	0.727075590336108	0.860675136858561
"whole cortex"	"seurat"	0.804310550356473	0.0337745610316216	Inf	0.729656088381988	0.862241656852336
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.647778078535144	0.0490231810723483	Inf	0.546903112738096	0.736994945074729
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.762769481192434	0.0388607622280084	Inf	0.678526286308097	0.830452786379987
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.321893388637697	0.046774428413781	Inf	0.237745183049719	0.419436564418248
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.819772536306273	0.0317019950831246	Inf	0.74918203234032	0.873841482035552
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.69376723628152	0.0456188375033264	Inf	0.597952597298942	0.77532729879186
"whole cortex"	"scvi"	0.755158955716448	0.0397122697858955	Inf	0.669372862613786	0.824521710667808
