"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	2.37542095845411	0.0374032162517947	63.5084678938574	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"methodscvi"	-0.880801701770999	0.0445166450836552	-19.7858958175264	3.93837203130473e-87	1.96918601565237e-86	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.10790609908926	0.0427367654519393	2.52490093595429	0.0115730907576803	0.0128589897307559	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.881338594681448	0.0446087404185425	-19.7570831727654	6.97188945253177e-87	2.32396315084392e-86	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"referencewhole cortex"	-0.0477908272726848	0.0429893182101813	-1.11169074696715	0.266271139602232	0.266271139602232	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"subsample_ref100"	-0.0997679307870993	0.0276064106161616	-3.61394069566916	0.000301578070431666	0.00043082581490238	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"subsample_ref50"	-0.232764970822448	0.027813182092429	-8.36887235875856	5.8172220720242e-17	1.45430551800605e-16	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.239480446674161	0.0629262927601143	-3.80572946807944	0.000141386859809257	0.000263795526801244	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.244681304808265	0.0647697504755862	3.77770954823261	0.000158277316080746	0.000263795526801244	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.218027884644703	0.0634060140331224	-3.43859944469635	0.000584731727772973	0.000730914659716216	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225156	-71246.7958450312	-71167.186897746
