"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	2.37542095054148	0.0374032161295135	63.5084678899343	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"methodscvi"	-0.880801700554518	0.0445166449429283	-19.7858958527475	3.93836927975176e-87	1.96918463987588e-86	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.107906098104106	0.0427367652693487	2.52490092369012	0.0115730911615465	0.0128589901794961	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.881338613703363	0.0446087401741425	-19.7570837074263	6.97181561877164e-87	2.32393853959055e-86	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"referencewhole cortex"	-0.0477908330676505	0.0429893179926125	-1.11169088739354	0.266271079203755	0.266271079203755	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"subsample_ref100"	-0.0997679413965605	0.0276064104785267	-3.61394109799837	0.000301577602206078	0.000430825146008683	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"subsample_ref50"	-0.232764969524363	0.0278131819985031	-8.36887234034891	5.81722298072723e-17	1.45430574518181e-16	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.239480451867877	0.0629262925394366	-3.80572956396234	0.000141386805030469	0.000263795484422402	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.244681306414698	0.0647697502146561	3.77770958825361	0.000158277290653441	0.000263795484422402	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.218027891409332	0.0634060137736896	-3.43859956545326	0.000584731466971313	0.000730914333714142	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	35634.3979225165	-71246.7958450329	-71167.1868977477
