"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0073824772045688	0.00416541351545653	Inf	0.00243509606896545	0.022158176861697
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.00738246884612323	0.00416540888141293	Inf	0.00243509326769284	0.0221581524198072
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.786507665574748	0.0945212682612165	Inf	0.550008409377835	0.917382153308658
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.726670103268137	0.111671741354384	Inf	0.468997392899786	0.888919938459775
"whole cortex"	"seurat"	0.585409416598683	0.136446456854194	Inf	0.319330077057207	0.809519671538193
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.013739074257534	0.00769151195723855	Inf	0.00455844924652567	0.040654171901905
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.013739020142372	0.00769148239257657	Inf	0.00455843092221208	0.0406540178842063
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.626790482950053	0.131569887966967	Inf	0.358035011038347	0.834912005371365
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.482519204834212	0.140281068239874	Inf	0.236659647426266	0.737144134330564
"whole cortex"	"scvi"	0.636975299323041	0.13005646291626	Inf	0.368165609736353	0.840856466828346
