"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-2.80856342763022	0.0384630816520668	-73.0197193515644	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"methodscvi"	0.968921552877424	0.0435219601426388	22.2628197282908	8.47458932661655e-110	1.41243155443609e-109	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	2.11545922829392	0.0451690019811841	46.8343141425872	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.732194971980407	0.0443488838899919	16.5098849792168	3.11476395551438e-61	4.44966279359197e-61	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"referencewhole cortex"	1.25229800209084	0.0439512250504467	28.4929032274634	1.43434026467635e-178	4.78113421558783e-178	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"subsample_ref100"	-0.0247795440110446	0.0276967791133511	-0.894672406117421	0.370962233538549	0.370962233538549	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"subsample_ref50"	-0.324930141573115	0.0280741033719601	-11.5740167109896	5.58074276074793e-31	6.97592845093492e-31	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.64489601071935	0.0631494556941229	-26.0476672781906	1.42975840225349e-149	3.57439600563372e-149	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.169369942894173	0.0628637414815148	-2.69423898264115	0.00705495599968993	0.00783883999965548	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-1.42318195835528	0.0621087450967582	-22.9143570062175	3.34190746287547e-116	6.68381492575094e-116	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	24614.6312171791	-49207.2624343583	-49128.3977322063
