"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.705188205782941	0.0245657147998828	Inf	0.65487402631303	0.750956793754587
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.634702347556481	0.0276782305154246	Inf	0.578951005914366	0.68706182246933
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.670732933910788	0.0264617389073384	Inf	0.616959766081269	0.720378520392086
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.256821075190963	0.021624965791316	Inf	0.216764506846484	0.301431063813966
"whole cortex"	"seurat"	0.276605963012782	0.0229613485334972	Inf	0.233926665623751	0.323780925301926
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.4872256357939	0.0297175841006885	Inf	0.429414020116978	0.545381061228243
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.250303769008899	0.0207588381698216	Inf	0.211849593875114	0.293141867477699
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.492986181694158	0.029407600892346	Inf	0.435694651981005	0.550462514584936
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.460279485513506	0.029155161998176	Inf	0.403899912220031	0.517694199317303
"whole cortex"	"scvi"	0.20335410540343	0.0172085605993242	Inf	0.171695481085339	0.239164693580538
