"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.740644166085071	0.0284082353883928	Inf	0.681236559123559	0.792354774389148
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.576708714479056	0.0381093320796569	Inf	0.500825852133663	0.649137486536972
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.235485756062142	0.0250830792855189	Inf	0.189899519637594	0.288123085070004
"Dissection Primary auditory cortexA1"	"seurat"	0.777350454362057	0.025047545125948	Inf	0.724450798871276	0.822581605146592
"Dissection Primary somatosensory cortex S1"	"seurat"	0.711443984760071	0.0308159401195089	Inf	0.647530244635046	0.767921926888546
"Dissection Primary visual cortexV1"	"seurat"	0.762645739768696	0.0263605280140524	Inf	0.707199476462216	0.810407236387062
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.831449704820519	0.0200290104065302	Inf	0.788485077475591	0.867157373115989
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.827303241137778	0.0203590000093676	Inf	0.783697283390266	0.863647851195615
"whole cortex"	"seurat"	0.756171743602613	0.0267856077312006	Inf	0.699951437098599	0.804795771527915
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.814080327416119	0.0213838978635797	Inf	0.768494888925583	0.852413425482267
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.823026960458401	0.0206950583732831	Inf	0.778769822288178	0.860021828421494
"Dissection Angular gyrus AnG"	"scvi"	0.820365665799048	0.0207917829035961	Inf	0.775963481675373	0.857582847026325
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.799132286928357	0.0226330617950499	Inf	0.751107548249764	0.839866073175972
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.2797894749115	0.0282258862386963	Inf	0.227928422101994	0.33828043251035
"Dissection Primary auditory cortexA1"	"scvi"	0.80234753988148	0.0226656266285879	Inf	0.754156941637614	0.843057557714589
"Dissection Primary somatosensory cortex S1"	"scvi"	0.802845994778553	0.022063793411519	Inf	0.756018162111387	0.842557799253855
"Dissection Primary visual cortexV1"	"scvi"	0.796162494688766	0.0228721446529012	Inf	0.747675147632888	0.837359208638891
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.279792932958164	0.028226048348606	Inf	0.227931529699988	0.338284162399294
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.839490289271531	0.0194959070321805	Inf	0.797519249938214	0.874134434184763
"whole cortex"	"scvi"	0.823653791160288	0.0207643553392606	Inf	0.779216980580644	0.860745192643573
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.851164230803516	0.0187772882312896	Inf	0.810498439299623	0.884348625114228
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.845905594449343	0.0192868989560797	Inf	0.80421347379807	0.880043780229128
