"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.820888332003054	0.127286919782965	Inf	0.456511165660717	0.961548646629415
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.779555354537625	0.148759256704201	Inf	0.393279704613448	0.95071998552674
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.688909050267315	0.185534926054263	Inf	0.288690593688517	0.923564959133957
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.786932143153671	0.14513920239969	Inf	0.403702521134651	0.952715061898751
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.794881866259396	0.141148484935885	Inf	0.415289297902243	0.954841062252388
"whole cortex"	"seurat"	0.655640531308369	0.195477845555456	Inf	0.258645870263052	0.912205926895744
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.834159365161232	0.119763687720793	Inf	0.479657974443447	0.964845229824933
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.753082897710013	0.160989960954232	Inf	0.358526711584788	0.943321364677405
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.496525817566242	0.216504587431463	Inf	0.152989515360768	0.84337400779504
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.732167328194997	0.169754004147498	Inf	0.333808209732101	0.937162478572397
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.743156376772913	0.165229257114516	Inf	0.346561833723087	0.940423257323656
"whole cortex"	"scvi"	0.717699320660933	0.175393043378499	Inf	0.317859607059117	0.932753853375815
