"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	1.37739904373257	0.0325975052911741	42.2547379447931	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"methodscvi"	-1.30637413836345	0.0430467709834467	-30.3477847122565	2.68739568868374e-202	1.34369784434187e-201	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.0248281490647263	0.0395826661796541	0.627248021950786	0.53049666922912	0.6631208365364	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.0194027496799906	0.0396615482884085	0.489208074755399	0.624694393413369	0.69410488157041	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"referencewhole cortex"	-0.15398960394507	0.0399767714963012	-3.85197699017086	0.000117168034906358	0.000167382907009083	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"subsample_ref100"	0.00335904759118755	0.0256581508553837	0.13091541982585	0.895842216410948	0.895842216410948	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"subsample_ref50"	-0.157999153968403	0.0258144070899649	-6.12058039596904	9.32351266107376e-10	1.86470253221475e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.468427801141558	0.05952367411609	7.86960496134657	3.55762825850277e-15	1.18587608616759e-14	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.356247010951556	0.0597209502883619	5.96519327357354	2.44344642581713e-09	4.07241070969522e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.461175850496257	0.0599737824352397	7.68962422862422	1.47567790254355e-14	3.68919475635888e-14	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	61323.9492289498	-122625.8984579	-122542.142211714
