"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0244961904160563	0.00467246761787978	Inf	0.0168291077845648	0.0355300469716624
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0244961961643303	0.00467246840848125	Inf	0.0168291121424088	0.035530054432617
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0454519212547993	0.00856707256733133	Inf	0.0313223402847398	0.0655242405587344
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0789101311458319	0.0143094144594305	Inf	0.0550384190051177	0.111909497736179
"whole cortex"	"seurat"	0.0256563867572041	0.00488826437663527	Inf	0.0176323049989123	0.0371938009588312
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0203988124335486	0.00403037706110582	Inf	0.0138301109425126	0.02999247736615
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0203987975469252	0.00403037488225833	Inf	0.0138300998439039	0.0299924576934877
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0203987990819851	0.00403037510693441	Inf	0.0138301009883556	0.0299924597220696
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0203988061179005	0.00403037613672978	Inf	0.0138301062339296	0.0299924690200248
"whole cortex"	"scvi"	0.0203988304562575	0.00403037969895945	Inf	0.013830124379206	0.0299925011831473
