"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.860207841396608	0.0329088799945345	Inf	0.782557732874967	0.913204120146685
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.814268661059649	0.0413887376474408	Inf	0.719423389815287	0.882298124267489
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.905294783617227	0.0234692914462024	Inf	0.848254214782255	0.942351241176222
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.911620603767972	0.0220557745750086	Inf	0.857788374910076	0.946349893223618
"whole cortex"	"seurat"	0.876714250489059	0.0295786563435883	Inf	0.806170643040807	0.924003972624624
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.874586461636281	0.0300125792290084	Inf	0.803108810139015	0.92261579365563
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.713753906771286	0.0559261510893656	Inf	0.593192741499559	0.810028102575523
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.930552504573634	0.0176965399360536	Inf	0.886803519015868	0.958190243577776
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.921201840150712	0.0198713636552215	Inf	0.872388691551599	0.952362839721741
"whole cortex"	"scvi"	0.919724050558358	0.0202133974373983	Inf	0.870119000604381	0.95144089645605
