"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	0.999999598649983	0.167087132555932	Inf	1	-2.402039764991e-06	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.999997884200983	0.167086775314504	Inf	1	-1.26628620050415e-05	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00000187993971	0.167087607910831	Inf	1	1.12512322330959e-05	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	0.999999500042709	0.16708711200901	Inf	1	-2.99219466873443e-06	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	1.10048134034376	0.203983740146406	Inf	1	0.516553525223176	0.999962202348965
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.10047858276831	0.203983126516471	Inf	1	0.51654026613284	0.999962210622025
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.10048078941734	0.203983617551375	Inf	1	0.516550876239366	0.999962204001935
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.10048014228359	0.203983473547794	Inf	1	0.516547764665695	0.999962205943481
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	0.00182296301222922	0.000365951179130505	Inf	1	-31.4193827267376	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.999998285550312	0.16708682580556	Inf	1	-1.02608222400518e-05	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00000228129065	0.167087658402196	Inf	1	1.36532719980823e-05	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	0.999999901392687	0.167087162500196	Inf	1	-5.9015490374308e-07	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	1.10048178202214	0.203983805547943	Inf	1	0.516555732186369	0.999962200971769
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.10047902444558	0.203983191917763	Inf	1	0.516542473096172	0.999962209245091
