"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.773952327587395	0.0728940775185148	Inf	0.602078465812445	0.885684212374764
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.803175944974475	0.0658657329662736	Inf	0.643283908503189	0.902285517205254
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.793105975778097	0.0683676779930621	Inf	0.628813630850311	0.896633814300295
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.81559201005881	0.0626607766084733	Inf	0.661547457090527	0.909152400618311
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.72530018477865	0.0830157199531332	Inf	0.538489611110646	0.856626606411398
"whole cortex"	"seurat"	0.806180889357761	0.0651008809188577	Inf	0.647664609732473	0.903956170666887
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.631743769374459	0.0969572980568372	Inf	0.431156042659065	0.795197742730226
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.822122999408021	0.0609731247034483	Inf	0.671194975306562	0.912775181721205
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.796426128833128	0.0676095188430969	Inf	0.633391094873143	0.898568425251004
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.818340550023105	0.0619822260972025	Inf	0.665511742087483	0.91071000473859
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.609325853377741	0.0992147433439408	Inf	0.407960268679018	0.779260595805405
"whole cortex"	"scvi"	0.826809028081706	0.0597062265534922	Inf	0.67829823257752	0.915320103571212
