label	key	metric	mean	std
Astrocyte	class	f1_score	0.9870441678021199	0.0558558305995586
Astrocyte	class	precision	0.9912789843861938	0.056267454903997774
Astrocyte	class	recall	0.9859717617403227	0.0624143319435693
Astrocyte	family	f1_score	0.9870441678021199	0.0558558305995586
Astrocyte	family	precision	0.9912789843861938	0.056267454903997774
Astrocyte	family	recall	0.9859717617403227	0.0624143319435693
Astrocyte	subclass	f1_score	0.9870441678021199	0.0558558305995586
Astrocyte	subclass	precision	0.9912789843861938	0.056267454903997774
Astrocyte	subclass	recall	0.9859717617403227	0.0624143319435693
Chandelier	class	f1_score	0.974485596707819	0.12458589570623152
Chandelier	class	precision	0.9782608695652174	0.1120057581335552
Chandelier	class	recall	0.9825102880658436	0.11982277096963943
Chandelier	subclass	f1_score	0.974485596707819	0.12458589570623152
Chandelier	subclass	precision	0.9782608695652174	0.1120057581335552
Chandelier	subclass	recall	0.9825102880658436	0.11982277096963943
Endothelial	subclass	f1_score	0.7924554725018699	0.35050023220159
Endothelial	subclass	precision	0.9789894082633053	0.07957501109972961
Endothelial	subclass	recall	0.7757955732877363	0.36365341099447934
GABAergic	class	f1_score	0.9612036663436886	0.11318201602987903
GABAergic	class	precision	0.9880073679275807	0.052671530460040486
GABAergic	class	recall	0.9506163940183027	0.14498246992520736
GABAergic	family	f1_score	0.978850756064867	0.07284645194077065
GABAergic	family	precision	0.9842289694491648	0.05955997157741658
GABAergic	family	recall	0.9781157637584437	0.08664538672318602
GABAergic	global	f1_score	0.978850756064867	0.07284645194077065
GABAergic	global	precision	0.9842289694491648	0.05955997157741658
GABAergic	global	recall	0.9781157637584437	0.08664538672318602
GABAergic	subclass	f1_score	0.9612036663436886	0.11318201602987903
GABAergic	subclass	precision	0.9880073679275807	0.052671530460040486
GABAergic	subclass	recall	0.9506163940183027	0.14498246992520736
Glutamatergic	class	f1_score	0.9465499670432255	0.11430326079132623
Glutamatergic	class	precision	0.9493677449579685	0.14813702959846783
Glutamatergic	class	recall	0.9642286894881772	0.08789800098316904
Glutamatergic	family	f1_score	0.9834323987883876	0.059469379453968206
Glutamatergic	family	precision	0.9826524272384184	0.07014665633351651
Glutamatergic	family	recall	0.9875228147614961	0.052767070349153365
Glutamatergic	global	f1_score	0.9834323987883876	0.059469379453968206
Glutamatergic	global	precision	0.9826524272384184	0.07014665633351651
Glutamatergic	global	recall	0.9875228147614961	0.052767070349153365
Glutamatergic	subclass	f1_score	0.9473891840732882	0.1114782289347843
Glutamatergic	subclass	precision	0.9503286307396209	0.1452952229454528
Glutamatergic	subclass	recall	0.9642286894881772	0.08789800098316904
L2/3-6 IT	class	f1_score	0.9254254985337336	0.09431747343904148
L2/3-6 IT	class	precision	0.9519669271824736	0.1177952112037516
L2/3-6 IT	class	recall	0.9209047269029457	0.11867029820617936
L2/3-6 IT	subclass	f1_score	0.9252878250968699	0.09432381051643697
L2/3-6 IT	subclass	precision	0.9517024289659404	0.11789208818316053
L2/3-6 IT	subclass	recall	0.9209047269029457	0.11867029820617936
L5 ET	subclass	f1_score	0.35957880453537777	0.4354635685914443
L5 ET	subclass	precision	0.8859649122807017	0.2831182534191382
L5 ET	subclass	recall	0.35700194659926204	0.4542958301175606
L5/6 NP	subclass	f1_score	0.7485148514851485	0.4247457297410164
L5/6 NP	subclass	precision	0.8953488372093024	0.3066983625994941
L5/6 NP	subclass	recall	0.7422992299229922	0.42738457289946574
L6 CT	subclass	f1_score	0.7257708278116441	0.3601148433190882
L6 CT	subclass	precision	0.9169185763042418	0.21253231504235662
L6 CT	subclass	recall	0.7133925679115183	0.37901407573936163
L6b	subclass	f1_score	0.7074771269785932	0.352309995313216
L6b	subclass	precision	0.8773276872270162	0.25567282089109816
L6b	subclass	recall	0.7107282502443792	0.37831320554591547
LAMP5	class	f1_score	0.7503258985176365	0.3409082311887821
LAMP5	class	precision	0.9739240713467517	0.10621640001213917
LAMP5	class	recall	0.7153596591519842	0.36591100128245235
LAMP5	subclass	f1_score	0.7503258985176365	0.3409082311887821
LAMP5	subclass	precision	0.9739240713467517	0.10621640001213917
LAMP5	subclass	recall	0.7153596591519842	0.36591100128245235
Microglia	class	f1_score	0.9714441865423522	0.12296785274504674
Microglia	class	precision	0.98284584147416	0.08482975618294367
Microglia	class	recall	0.9760750487107754	0.1234657855586961
Microglia	family	f1_score	0.9735215021047816	0.12134184363613588
Microglia	family	precision	0.986238171857641	0.07767192361000223
Microglia	family	recall	0.9760750487107754	0.1234657855586961
Microglia	subclass	f1_score	0.9714441865423522	0.12296785274504674
Microglia	subclass	precision	0.98284584147416	0.08482975618294367
Microglia	subclass	recall	0.9760750487107754	0.1234657855586961
Non-neuron	class	f1_score	1.0	0.0
Non-neuron	class	precision	1.0	0.0
Non-neuron	class	recall	1.0	0.0
Non-neuron	family	f1_score	0.9946236559139785	0.04233337566673017
Non-neuron	family	precision	0.9919354838709677	0.06350006350009525
Non-neuron	family	recall	1.0	0.0
Non-neuron	global	f1_score	0.9914110629614625	0.03185173977821785
Non-neuron	global	precision	0.9921136782269663	0.04252272846483949
Non-neuron	global	recall	0.9923194723563187	0.032373364971690397
Non-neuron	subclass	f1_score	1.0	0.0
Non-neuron	subclass	precision	1.0	0.0
Non-neuron	subclass	recall	1.0	0.0
OPC	class	f1_score	0.9884753514786493	0.06557271875461929
OPC	class	precision	0.9933977610930735	0.05989703501760843
OPC	class	recall	0.9865161379419192	0.07074133088528216
OPC	family	f1_score	0.9886539229072205	0.0655237968496407
OPC	family	precision	0.9937351190476191	0.059620606517319034
OPC	family	recall	0.9865161379419192	0.07074133088528216
OPC	subclass	f1_score	0.9884753514786493	0.06557271875461929
OPC	subclass	precision	0.9933977610930735	0.05989703501760843
OPC	subclass	recall	0.9865161379419192	0.07074133088528216
Oligodendrocyte	class	f1_score	0.9845358869216853	0.06862349728995672
Oligodendrocyte	class	precision	0.9873665198483274	0.061435690526893544
Oligodendrocyte	class	recall	0.986402109619032	0.06949551373467645
Oligodendrocyte	family	f1_score	0.9846602297344358	0.06818197111321046
Oligodendrocyte	family	precision	0.987722786833084	0.05991952309089568
Oligodendrocyte	family	recall	0.986402109619032	0.06949551373467645
Oligodendrocyte	subclass	f1_score	0.9845358869216853	0.06862349728995672
Oligodendrocyte	subclass	precision	0.9873665198483274	0.061435690526893544
Oligodendrocyte	subclass	recall	0.986402109619032	0.06949551373467645
PAX6	class	f1_score	0.860082304526749	0.3020494695081889
PAX6	class	precision	0.8820346320346321	0.2687931419713044
PAX6	class	recall	0.9135802469135802	0.28273356999998833
PAX6	subclass	f1_score	0.860082304526749	0.3020494695081889
PAX6	subclass	precision	0.8820346320346321	0.2687931419713044
PAX6	subclass	recall	0.9135802469135802	0.28273356999998833
PVALB	class	f1_score	0.8514366854710634	0.22704505458845767
PVALB	class	precision	0.9773703860242322	0.08641888449373451
PVALB	class	recall	0.8071679404857843	0.266857445349616
PVALB	subclass	f1_score	0.8514366854710634	0.22704505458845767
PVALB	subclass	precision	0.9773703860242322	0.08641888449373451
PVALB	subclass	recall	0.8071679404857843	0.266857445349616
Pericyte	subclass	f1_score	0.0	0.0
Pericyte	subclass	recall	0.0	0.0
SNCG	class	f1_score	0.5148610589125059	0.43820857929163365
SNCG	class	precision	0.8499194847020934	0.3010028974858529
SNCG	class	recall	0.5150895728066146	0.4557942928369847
SNCG	subclass	f1_score	0.5148610589125059	0.43820857929163365
SNCG	subclass	precision	0.8499194847020934	0.3010028974858529
SNCG	subclass	recall	0.5150895728066146	0.4557942928369847
SST	class	f1_score	0.8580595086172841	0.20711409136576234
SST	class	precision	0.8228816896139731	0.2406231722792452
SST	class	recall	0.956427896340177	0.1557663330632451
SST	subclass	f1_score	0.8580595086172841	0.20711409136576234
SST	subclass	precision	0.8228816896139731	0.2406231722792452
SST	subclass	recall	0.956427896340177	0.1557663330632451
VIP	class	f1_score	0.8901479088738773	0.18053107105215915
VIP	class	precision	0.945165170116342	0.12335478476556135
VIP	class	recall	0.8822778226488375	0.2034548336452063
VIP	subclass	f1_score	0.8901479088738773	0.18053107105215915
VIP	subclass	precision	0.945165170116342	0.12335478476556135
VIP	subclass	recall	0.8822778226488375	0.2034548336452063
VLMC	subclass	f1_score	0.8192104192104191	0.2463016925097211
VLMC	subclass	precision	0.7686507936507937	0.30577687499742356
VLMC	subclass	recall	0.9629629629629629	0.16402518938662855
Vascular	class	f1_score	0.9477430653629466	0.19771652466024783
Vascular	class	precision	0.9900195994874214	0.06931019827901838
Vascular	class	recall	0.9461289673909291	0.20451579311958326
Vascular	family	f1_score	0.948245130767911	0.19771794304264845
Vascular	family	precision	0.9910165741848911	0.06844357760298239
Vascular	family	recall	0.9461289673909291	0.20451579311958326
Vascular	subclass	f1_score	0.8575268817204301	0.32481853444961095
Vascular	subclass	precision	0.9446428571428571	0.18773253978334842
Vascular	subclass	recall	0.8736559139784946	0.3231863840919784
deep layer non-IT	class	f1_score	0.6786216165058477	0.3036385069259719
deep layer non-IT	class	precision	0.7129295212319493	0.3411446422322536
deep layer non-IT	class	recall	0.835462034739044	0.284178350299804
