study	key	metric	mean	std
CMC	class	macro_f1	0.9471659539522496	0.056426128933097355
CMC	class	macro_precision	0.965258083420658	0.03982724361653811
CMC	class	macro_recall	0.9536615972680101	0.052835132642947924
CMC	class	micro_f1	0.9784999999999999	0.02240017135576596
CMC	class	micro_precision	0.9784999999999999	0.02240017135576596
CMC	class	micro_recall	0.9784999999999999	0.02240017135576596
CMC	class	overall_accuracy	0.9784999999999999	0.02240017135576596
CMC	class	weighted_f1	0.9801577657616045	0.020301123359253995
CMC	class	weighted_precision	0.9872170165604243	0.014512671906642812
CMC	class	weighted_recall	0.9784999999999999	0.02240017135576596
CMC	family	macro_f1	0.9988952344374611	0.006368848754305184
CMC	family	macro_precision	0.9989471085535664	0.005244591535228142
CMC	family	macro_recall	0.9990237510352241	0.006141887003477854
CMC	family	micro_f1	0.9992	0.0030748244591432368
CMC	family	micro_precision	0.9992	0.0030748244591432368
CMC	family	micro_recall	0.9992	0.0030748244591432368
CMC	family	overall_accuracy	0.9992	0.0030748244591432368
CMC	family	weighted_f1	0.9992496532895292	0.002962685182035272
CMC	family	weighted_precision	0.9993424430641822	0.0028049177138402518
CMC	family	weighted_recall	0.9992	0.0030748244591432368
CMC	global	macro_f1	0.9989664135446235	0.005660049279196721
CMC	global	macro_precision	0.9987346242844964	0.006111825262666578
CMC	global	macro_recall	0.9992171527014463	0.005350763186703228
CMC	global	micro_f1	0.9993000000000001	0.0029318866956210233
CMC	global	micro_precision	0.9993000000000001	0.0029318866956210233
CMC	global	micro_recall	0.9993000000000001	0.0029318866956210233
CMC	global	overall_accuracy	0.9993000000000001	0.0029318866956210233
CMC	global	weighted_f1	0.9993037299445815	0.0029199575772531116
CMC	global	weighted_precision	0.9993222049689442	0.0028615162057437455
CMC	global	weighted_recall	0.9993000000000001	0.0029318866956210233
CMC	subclass	macro_f1	0.895144152796946	0.08070776684692897
CMC	subclass	macro_precision	0.9585515473922492	0.04629571717897708
CMC	subclass	macro_recall	0.9017150214196122	0.07420894560935028
CMC	subclass	micro_f1	0.9667	0.02741580315486425
CMC	subclass	micro_precision	0.9667	0.02741580315486425
CMC	subclass	micro_recall	0.9667	0.02741580315486425
CMC	subclass	overall_accuracy	0.9667	0.02741580315486425
CMC	subclass	weighted_f1	0.9691580713194797	0.025688127005451353
CMC	subclass	weighted_precision	0.98693844418672	0.013196142838065092
CMC	subclass	weighted_recall	0.9667	0.02741580315486425
DevBrain	class	macro_f1	0.9300823427087953	0.0899166484439677
DevBrain	class	macro_precision	0.9418511163424322	0.07245052375231671
DevBrain	class	macro_recall	0.9494142834197925	0.07231180035257724
DevBrain	class	micro_f1	0.9662499999999999	0.03344149119482165
DevBrain	class	micro_precision	0.9662499999999999	0.03344149119482165
DevBrain	class	micro_recall	0.9662499999999999	0.03344149119482165
DevBrain	class	overall_accuracy	0.9662499999999999	0.03344149119482165
DevBrain	class	weighted_f1	0.9687617542467953	0.03346825990544942
DevBrain	class	weighted_precision	0.980250751056789	0.021619267165337592
DevBrain	class	weighted_recall	0.9662499999999999	0.03344149119482165
DevBrain	family	macro_f1	0.9895922297647377	0.03006478952175373
DevBrain	family	macro_precision	0.9911837148652565	0.030366465446662855
DevBrain	family	macro_recall	0.99140625	0.019456145754369405
DevBrain	family	micro_f1	0.99375	0.017464249196572974
DevBrain	family	micro_precision	0.99375	0.017464249196572974
DevBrain	family	micro_recall	0.99375	0.017464249196572974
DevBrain	family	overall_accuracy	0.99375	0.017464249196572974
DevBrain	family	weighted_f1	0.9940699577375087	0.01723526905539556
DevBrain	family	weighted_precision	0.9960950811359026	0.011107804532792658
DevBrain	family	weighted_recall	0.99375	0.017464249196572974
DevBrain	global	macro_f1	1.0	0.0
DevBrain	global	macro_precision	1.0	0.0
DevBrain	global	macro_recall	1.0	0.0
DevBrain	global	micro_f1	1.0	0.0
DevBrain	global	micro_precision	1.0	0.0
DevBrain	global	micro_recall	1.0	0.0
DevBrain	global	overall_accuracy	1.0	0.0
DevBrain	global	weighted_f1	1.0	0.0
DevBrain	global	weighted_precision	1.0	0.0
DevBrain	global	weighted_recall	1.0	0.0
DevBrain	subclass	macro_f1	0.8789740397724168	0.09464575943046939
DevBrain	subclass	macro_precision	0.945353081387168	0.055446625443803646
DevBrain	subclass	macro_recall	0.892977104405257	0.07792636591117122
DevBrain	subclass	micro_f1	0.946875	0.037007882043334106
DevBrain	subclass	micro_precision	0.946875	0.037007882043334106
DevBrain	subclass	micro_recall	0.946875	0.037007882043334106
DevBrain	subclass	overall_accuracy	0.946875	0.037007882043334106
DevBrain	subclass	weighted_f1	0.9504611719029847	0.0407502657855213
DevBrain	subclass	weighted_precision	0.9803265947288717	0.021003786538060662
DevBrain	subclass	weighted_recall	0.946875	0.037007882043334106
GSE211870	class	macro_f1	0.9939913388798045	0.007396900815889628
GSE211870	class	macro_precision	0.9956746031746032	0.006289901603515676
GSE211870	class	macro_recall	0.9927696078431373	0.011989779224151946
GSE211870	class	micro_f1	0.995	0.005773502691896263
GSE211870	class	micro_precision	0.995	0.005773502691896263
GSE211870	class	micro_recall	0.995	0.005773502691896263
GSE211870	class	overall_accuracy	0.995	0.005773502691896263
GSE211870	class	weighted_f1	0.9949749377369679	0.0058041618425271465
GSE211870	class	weighted_precision	0.9952063492063492	0.005539113992746657
GSE211870	class	weighted_recall	0.995	0.005773502691896263
GSE211870	family	macro_f1	0.9939913388798045	0.007396900815889628
GSE211870	family	macro_precision	0.9956746031746032	0.006289901603515676
GSE211870	family	macro_recall	0.9927696078431373	0.011989779224151946
GSE211870	family	micro_f1	0.995	0.005773502691896263
GSE211870	family	micro_precision	0.995	0.005773502691896263
GSE211870	family	micro_recall	0.995	0.005773502691896263
GSE211870	family	overall_accuracy	0.995	0.005773502691896263
GSE211870	family	weighted_f1	0.9949749377369679	0.0058041618425271465
GSE211870	family	weighted_precision	0.9952063492063492	0.005539113992746657
GSE211870	family	weighted_recall	0.995	0.005773502691896263
GSE211870	global	macro_f1	0.9963013542733584	0.007397291453283226
GSE211870	global	macro_precision	0.9944444444444445	0.011111111111111006
GSE211870	global	macro_recall	0.9983660130718954	0.0032679738562092033
GSE211870	global	micro_f1	0.9975	0.005000000000000023
GSE211870	global	micro_precision	0.9975	0.005000000000000023
GSE211870	global	micro_recall	0.9975	0.005000000000000023
GSE211870	global	overall_accuracy	0.9975	0.005000000000000023
GSE211870	global	weighted_f1	0.9975307272106522	0.004938545578695793
GSE211870	global	weighted_precision	0.9976666666666667	0.004666666666666726
GSE211870	global	weighted_recall	0.9975	0.005000000000000023
GSE211870	subclass	macro_f1	0.9939913388798045	0.007396900815889628
GSE211870	subclass	macro_precision	0.9956746031746032	0.006289901603515676
GSE211870	subclass	macro_recall	0.9927696078431373	0.011989779224151946
GSE211870	subclass	micro_f1	0.995	0.005773502691896263
GSE211870	subclass	micro_precision	0.995	0.005773502691896263
GSE211870	subclass	micro_recall	0.995	0.005773502691896263
GSE211870	subclass	overall_accuracy	0.995	0.005773502691896263
GSE211870	subclass	weighted_f1	0.9949749377369679	0.0058041618425271465
