"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.920162069205282	0.00797509558293104	Inf	0.903067382962282	0.934460791296109
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.921181145157905	0.00788224422452058	Inf	0.904281435689883	0.935310553541247
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.916804032454323	0.00828105532269938	Inf	0.899067216749835	0.931660892497131
"Dissection Primary auditory cortexA1"	"seurat"	0.921912341904183	0.0078152923094652	Inf	0.905153331909933	0.935919746084935
"Dissection Primary somatosensory cortex S1"	"seurat"	0.921620679198407	0.0078416474111121	Inf	0.904806363536351	0.935676173858598
"Dissection Primary visual cortexV1"	"seurat"	0.92224492504227	0.00778452821662738	Inf	0.905550647733135	0.9361963332347
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.918690141557152	0.0081107434479975	Inf	0.901310338356678	0.933235981972988
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.922710695408149	0.0077412746778238	Inf	0.906107479512259	0.93658341233206
"whole cortex"	"seurat"	0.869351021720545	0.012334652710418	Inf	0.843219785226588	0.891686314800489
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.92161263708721	0.00784268057730387	Inf	0.904796080303296	0.935669958265735
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.921237799553826	0.00787682834037542	Inf	0.904349524334148	0.935357381332469
"Dissection Angular gyrus AnG"	"scvi"	0.935716384015343	0.00653711544172057	Inf	0.9216516678762	0.947400364623846
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.937932574021616	0.00632779045802412	Inf	0.924310943783084	0.949237375574835
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.919146180256655	0.00806821385076981	Inf	0.90185587493788	0.933614628588371
"Dissection Primary auditory cortexA1"	"scvi"	0.933830497573803	0.00671518207792626	Inf	0.919389066349416	0.945837164840295
"Dissection Primary somatosensory cortex S1"	"scvi"	0.933803155541074	0.00671810457390986	Inf	0.919355462665485	0.945815055863439
"Dissection Primary visual cortexV1"	"scvi"	0.932155583634118	0.00686844636163962	Inf	0.917391196541871	0.944440992815557
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.879222051167649	0.011556735298922	Inf	0.854678981513985	0.900104550794604
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.92367293612912	0.00765906767404888	Inf	0.907241150884116	0.937394773376181
"whole cortex"	"scvi"	0.935367616881493	0.00656796619850626	Inf	0.921238112697635	0.947107887311282
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.936901011485568	0.00642606238167587	Inf	0.92307113642791	0.948383649855536
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.938010901794185	0.00631954841571885	Inf	0.924406923612152	0.949300935752993
