"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-0.85150531492396	0.0836958108555578	-10.1738104478549	2.59551835121459e-24	1.29775917560729e-23	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"methodscvi"	-0.0477954285858778	0.105192087648023	-0.454363342857149	0.649567331824854	0.649567331824854	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	1.74635378273641	0.109081581637008	16.009611856819	1.09490712669493e-57	1.09490712669493e-56	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.183364196769376	0.103961287367559	-1.76377381823952	0.0777700671855849	0.129616778642641	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"referencewhole cortex"	0.788989708914568	0.108727082109022	7.25660703488242	3.96920666177911e-13	1.15027658505587e-12	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"subsample_ref100"	0.223517870180513	0.065381430055754	3.41867514965501	0.000629268037557355	0.00125853607511471	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"subsample_ref50"	-0.0885714457403316	0.0651144313099758	-1.36024294397488	0.173753057075176	0.21719132134397	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.10001624598323	0.152007566639263	-7.23658874557041	4.60110634022347e-13	1.15027658505587e-12	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.162802346897281	0.147425917054504	1.10429936709902	0.269463297295072	0.299403663661191	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.226377172970229	0.152732236613779	-1.48218331630066	0.138291524548669	0.197559320783814	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	20616.3751010031	-41210.7502020063	-41146.7033099819
