"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.985101377905899	0.00351951366010565	Inf	0.976373344350349	0.99063607006668
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.984236047694256	0.00372059140546871	Inf	0.975014148712249	0.990088882126389
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.969315293192598	0.00713089255036869	Inf	0.95179679752007	0.980596831345548
"Dissection Primary auditory cortexA1"	"seurat"	0.984772417531847	0.00359602395341783	Inf	0.97585638994022	0.990428129007482
"Dissection Primary somatosensory cortex S1"	"seurat"	0.984914106696932	0.00356309464911391	Inf	0.976078969150223	0.990517722459967
"Dissection Primary visual cortexV1"	"seurat"	0.98403098324753	0.00376821506342449	Inf	0.974692176109073	0.989959189402477
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.970544173736697	0.00685485888007815	Inf	0.953691117774976	0.981383669859462
"whole cortex"	"seurat"	0.982953384955178	0.0040180407630278	Inf	0.973001835452382	0.98927720790596
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.983769651020607	0.00382826172792307	Inf	0.97428386323265	0.989793118154974
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.984661749842773	0.0036217575872354	Inf	0.975682505010873	0.990358170017706
"Dissection Angular gyrus AnG"	"scvi"	0.985046670306012	0.00353177232475413	Inf	0.976288802967198	0.990600911147429
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.98263523507686	0.00409111934561886	Inf	0.972504954468639	0.98907504206377
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.959688670953631	0.00927370628215119	Inf	0.937035076989264	0.974414471350468
"Dissection Primary auditory cortexA1"	"scvi"	0.98562043125627	0.00339824891344769	Inf	0.977190783446402	0.990963526250619
"Dissection Primary somatosensory cortex S1"	"scvi"	0.985975438868591	0.00331557329262721	Inf	0.97774912134865	0.991187835432792
"Dissection Primary visual cortexV1"	"scvi"	0.980376586117779	0.00461263005766222	Inf	0.968970253489007	0.987643493828626
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.963639385016413	0.008400053060401	Inf	0.94307191700766	0.9769576200181
"whole cortex"	"scvi"	0.987078639760455	0.00305824173507863	Inf	0.979485771647243	0.991884467955369
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.985404146963606	0.00344807917998772	Inf	0.976852307377069	0.990826208234244
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.985945361067787	0.00332261737119937	Inf	0.977701692989464	0.991168879228673
