"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0311184313271412	0.00549949695957359	Inf	0.0219703204753608	0.0439046821599308
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0311183019811935	0.00549948152841119	Inf	0.0219702189418748	0.0439045203411475
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0311183611976611	0.00549948859302436	Inf	0.0219702654253882	0.0439045944241568
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0532535988273251	0.00925709797841848	Inf	0.037766616477594	0.0745989840380813
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.257828545727411	0.0322026322659825	Inf	0.199866946137935	0.325755700179312
"whole cortex"	"seurat"	0.0501065591864276	0.00870740969950765	Inf	0.0355450352900921	0.07019922103002
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0249695972313625	0.00464176185855728	Inf	0.0173188213816975	0.0358767918326332
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0249696379316314	0.00464176721142598	Inf	0.0173188525995418	0.0358768440341021
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0249697621074285	0.00464178354293118	Inf	0.0173189478446359	0.0358770032998562
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0249695923923825	0.00464176122213665	Inf	0.0173188176701143	0.0358767856262357
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0249695491665804	0.00464175553710931	Inf	0.017318784515144	0.0358767301855553
"whole cortex"	"scvi"	0.0249696941951516	0.00464177461116194	Inf	0.0173188957546828	0.0358769161967332
