"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.717189656301726	0.0179813504277981	Inf	0.680660162704423	0.751068728174124
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.557097184441614	0.0203843005926782	Inf	0.516860565194615	0.59659821474846
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0184694971253455	0.00205447989939148	Inf	0.0148453157794313	0.022957830009438
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.676855489043416	0.018943157194619	Inf	0.638672943227655	0.712817466021205
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.647915490782894	0.019108903332892	Inf	0.60961868833918	0.68440031431924
"whole cortex"	"seurat"	0.548204558994066	0.0203273011768335	Inf	0.508139466393593	0.587654410764901
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.894709552745519	0.0102068629170339	Inf	0.872963367622321	0.913103762598534
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.922680321168908	0.00808485119102327	Inf	0.905271401845383	0.937112139367219
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0366619099176206	0.00392273276974197	Inf	0.0297028790787708	0.0451754492058865
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.85903951152073	0.0116398519803682	Inf	0.834647994677138	0.880348771173946
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.812635218745577	0.0140494237119224	Inf	0.783532655235983	0.838630951443348
"whole cortex"	"scvi"	0.875580725565224	0.0101350955466343	Inf	0.85431907853753	0.89412387017105
