label	key	metric	mean	std
Astrocyte	class	f1_score	0.8475154034826913	0.19509070132983128
Astrocyte	class	precision	0.9902073732718895	0.03157249719053676
Astrocyte	class	recall	0.7768096427781025	0.2225196443801933
Astrocyte	family	f1_score	0.8475154034826913	0.19509070132983128
Astrocyte	family	precision	0.9902073732718895	0.03157249719053676
Astrocyte	family	recall	0.7768096427781025	0.2225196443801933
Astrocyte	subclass	f1_score	0.8475154034826913	0.19509070132983128
Astrocyte	subclass	precision	0.9902073732718895	0.03157249719053676
Astrocyte	subclass	recall	0.7768096427781025	0.2225196443801933
CA1-ProS	subclass	f1_score	0.6099048800661704	0.08745920513510433
CA1-ProS	subclass	precision	1.0	0.0
CA1-ProS	subclass	recall	0.4429590017825312	0.08924234902822799
CA3	subclass	f1_score	0.6507030603804798	0.14543182310851926
CA3	subclass	precision	0.5663246658312447	0.19920419512630422
CA3	subclass	recall	0.8047348484848484	0.0769610842831052
CNS macrophage	family	f1_score	0.9678612988013466	0.06623770796991771
CNS macrophage	family	precision	0.9961588541666667	0.017775680176041083
CNS macrophage	family	recall	0.9480186439243377	0.1043542837031133
Cajal-Retzius cell	class	f1_score	0.5303030303030303	0.45226701686664544
Cajal-Retzius cell	class	precision	1.0	0.0
Cajal-Retzius cell	class	recall	0.4848484848484848	0.4500280574867
Cajal-Retzius cell	subclass	f1_score	0.4848484848484848	0.424621043170296
Cajal-Retzius cell	subclass	precision	0.8571428571428571	0.24397501823713333
Cajal-Retzius cell	subclass	recall	0.4848484848484848	0.4500280574867
DG	subclass	f1_score	0.8937454631367732	0.018615327532533178
DG	subclass	precision	1.0	0.0
DG	subclass	recall	0.8082852010255007	0.030349428559887613
Endothelial	subclass	f1_score	0.946264429668538	0.03929265668598378
Endothelial	subclass	precision	1.0	0.0
Endothelial	subclass	recall	0.9005450247275306	0.0691582356122821
GABAergic	class	f1_score	0.8433957108224791	0.15892695263094886
GABAergic	class	precision	0.9913461538461538	0.03077523979785344
GABAergic	class	recall	0.7678876678876679	0.23546368280339197
GABAergic	family	f1_score	0.8433957108224791	0.15892695263094886
GABAergic	family	precision	0.9913461538461538	0.03077523979785344
GABAergic	family	recall	0.7678876678876679	0.23546368280339197
GABAergic	subclass	f1_score	0.8433957108224791	0.15892695263094886
GABAergic	subclass	precision	0.9913461538461538	0.03077523979785344
GABAergic	subclass	recall	0.7678876678876679	0.23546368280339197
Glutamatergic	class	f1_score	0.9753787365335042	0.09725363097782991
Glutamatergic	class	precision	0.9660987261988944	0.1296835801909528
Glutamatergic	class	recall	0.9975918405266231	0.006924629641174824
Glutamatergic	family	f1_score	0.8626048577619965	0.2347920567221943
Glutamatergic	family	precision	0.8199455619383567	0.2928567034415186
Glutamatergic	family	recall	0.984384765906505	0.08208349340288115
Glutamatergic	subclass	f1_score	0.9771124242708725	0.09751197206457193
Glutamatergic	subclass	precision	0.9695172286272324	0.13010764908047173
Glutamatergic	subclass	recall	0.9975918405266231	0.006924629641174824
Hippocampal neuron	class	f1_score	0.9726452151053581	0.003325718531398325
Hippocampal neuron	class	precision	1.0	0.0
Hippocampal neuron	class	recall	0.946762441707921	0.006298210828703335
Macrophage	class	f1_score	0.23134320327901917	0.1334001465679418
Macrophage	class	precision	0.1420061278388541	0.09516538788916222
Macrophage	class	recall	0.8284313725490197	0.311089359226008
Macrophage	subclass	f1_score	0.23134320327901917	0.1334001465679418
Macrophage	subclass	precision	0.1420061278388541	0.09516538788916222
Macrophage	subclass	recall	0.8284313725490197	0.311089359226008
Microglia	class	f1_score	0.010041360294117648	0.05389772498515125
Microglia	class	precision	1.0	0.0
Microglia	class	recall	0.005924479166666666	0.03299935772032091
Microglia	subclass	f1_score	0.010041360294117648	0.05389772498515125
Microglia	subclass	precision	1.0	0.0
Microglia	subclass	recall	0.005924479166666666	0.03299935772032091
Neural stem cell	class	f1_score	0.33746965664116846	0.16876400880178313
Neural stem cell	class	precision	0.23017965367411086	0.13719842434052149
Neural stem cell	class	recall	0.7777370478983382	0.24696541154949586
Neural stem cell	family	f1_score	0.33746965664116846	0.16876400880178313
Neural stem cell	family	precision	0.23017965367411086	0.13719842434052149
Neural stem cell	family	recall	0.7777370478983382	0.24696541154949586
Neural stem cell	global	f1_score	0.33746965664116846	0.16876400880178313
Neural stem cell	global	precision	0.23017965367411086	0.13719842434052149
Neural stem cell	global	recall	0.7777370478983382	0.24696541154949586
Neural stem cell	subclass	f1_score	0.33746965664116846	0.16876400880178313
Neural stem cell	subclass	precision	0.23017965367411086	0.13719842434052149
Neural stem cell	subclass	recall	0.7777370478983382	0.24696541154949586
Neuron	class	f1_score	0.8950871134181673	0.11905295056488908
Neuron	class	precision	0.8912469783524303	0.15889643364941916
Neuron	class	recall	0.9223926480024042	0.13320468566466676
Neuron	family	f1_score	0.8950871134181673	0.11905295056488908
Neuron	family	precision	0.8912469783524303	0.15889643364941916
Neuron	family	recall	0.9223926480024042	0.13320468566466676
Neuron	global	f1_score	0.8208277834635955	0.19403014550112835
Neuron	global	precision	0.7642241148301155	0.2494311081168094
Neuron	global	recall	0.9441088509418435	0.10783900027781457
Neuron	subclass	f1_score	0.8950871134181673	0.11905295056488908
Neuron	subclass	precision	0.8912469783524303	0.15889643364941916
Neuron	subclass	recall	0.9223926480024042	0.13320468566466676
Non-neuron	global	f1_score	0.9329643511662475	0.04677531049498219
Non-neuron	global	precision	0.9990890523441368	0.0050313851036589505
Non-neuron	global	recall	0.8785606407306191	0.08087070094859934
OPC	class	f1_score	0.02439196108550947	0.10393079729572618
OPC	class	precision	1.0	0.0
OPC	class	recall	0.016140848398912912	0.07365667197240004
OPC	family	f1_score	0.02439196108550947	0.10393079729572618
OPC	family	precision	1.0	0.0
OPC	family	recall	0.016140848398912912	0.07365667197240004
OPC	subclass	f1_score	0.02439196108550947	0.10393079729572618
OPC	subclass	precision	1.0	0.0
OPC	subclass	recall	0.016140848398912912	0.07365667197240004
Oligodendrocyte	class	f1_score	0.8705923450589752	0.08824250323333087
Oligodendrocyte	class	precision	0.8169659574790884	0.12431807744897112
Oligodendrocyte	class	recall	0.9444727507516939	0.07934044103768428
Oligodendrocyte	family	f1_score	0.8705923450589752	0.08824250323333087
Oligodendrocyte	family	precision	0.8169659574790884	0.12431807744897112
Oligodendrocyte	family	recall	0.9444727507516939	0.07934044103768428
Oligodendrocyte	subclass	f1_score	0.8705923450589752	0.08824250323333087
Oligodendrocyte	subclass	precision	0.8169659574790884	0.12431807744897112
Oligodendrocyte	subclass	recall	0.9444727507516939	0.07934044103768428
Pericyte	subclass	f1_score	0.5	0.5
Pericyte	subclass	precision	1.0	0.0
Pericyte	subclass	recall	0.4444444444444444	0.5091750772173156
Vascular	class	f1_score	0.9230236168383493	0.12642115959675226
Vascular	class	precision	0.9938442428601876	0.016737483878514484
Vascular	class	recall	0.8775524159862347	0.1392397445084584
Vascular	family	f1_score	0.9230236168383493	0.12642115959675226
Vascular	family	precision	0.9938442428601876	0.016737483878514484
Vascular	family	recall	0.8775524159862347	0.1392397445084584
Vascular	subclass	f1_score	0.8854689426788408	0.10515075947663034
Vascular	subclass	precision	0.9828687572590012	0.04777124342601943
Vascular	subclass	recall	0.8218317573231899	0.16129595944855984
