"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	0.975406522402762	0.0276131121745374	35.3240343296836	2.51148688379009e-273	1.75804081865306e-272	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"keyfamily"	0.00663050325801361	0.0171569470225226	0.386461720101454	0.699154747582362	0.699272387866152	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"keysubclass"	0.00662777668495113	0.0171569446998638	0.386302852920179	0.699272387866152	0.699272387866152	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"cutoff"	0.0230212454320113	0.0413558780889062	0.556661990890885	0.577758390708903	0.674051455827054	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"methodscvi"	0.608514957139919	0.0327921662954717	18.5567172249901	7.19703161738209e-77	2.01516885286698e-76	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.670900410071895	0.0280622007630809	23.9076192111968	2.55196339158657e-126	8.93187187055298e-126	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.414236148346132	0.0285160700044504	14.5264108371695	8.24275545072794e-48	1.44248220387739e-47	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"referencewhole cortex"	0.479215026538037	0.0283095440998088	16.9276843473178	2.81228019019362e-64	5.62456038038723e-64	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"subsample_ref100"	-0.118474726904925	0.0172376958164277	-6.87300252693971	6.28644521548953e-12	8.80102330168534e-12	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"subsample_ref50"	-0.293431340062515	0.0172960836478327	-16.9651896947945	1.48618967776859e-64	3.46777591479338e-64	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"cutoff:methodscvi"	-3.38066636309693	0.0605055333837364	-55.8736726053824	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.320175718336038	0.0401380713507119	-7.97685856747971	1.50104658363126e-15	2.3349613523153e-15	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-1.21620555314355	0.0403296285034841	-30.1566267350686	8.78159402484658e-200	4.09807721159507e-199	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.24382594459787	0.0403353672338069	-6.04496652241976	1.49441028948712e-09	1.90197673207451e-09	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	106085.028127519	-212140.056255037	-212015.019415318
