key	label	method	n	mean	median	std	n_zero	pct_zero	n_one	pct_one	n_boundary	pct_boundary
subclass	Astrocyte	scvi	109992	0.9480372041850752	1.0	0.16401494344151513	1737	1.5792057604189396	84713	77.01741944868718	86450	78.59662520910612
subclass	Astrocyte	seurat	110615	0.9781771081633265	1.0	0.10450353867012623	799	0.7223251819373503	96816	87.52520001808072	97615	88.24752520001807
subclass	Chandelier	scvi	26951	0.8405150730518992	1.0	0.3500743757314525	3851	14.288894660680494	21524	79.86345590145078	25375	94.15235056213128
subclass	Chandelier	seurat	26990	0.8372203162199457	1.0	0.34710372322881283	3786	14.027417562060021	21001	77.81030011115227	24787	91.8377176732123
subclass	Endothelial	scvi	53243	0.7310778314951165	1.0	0.37697099771200904	9834	18.47003361944293	27623	51.88099844110963	37457	70.35103206055255
subclass	Endothelial	seurat	53725	0.6960099935459656	1.0	0.4113929383989036	12838	23.895765472312704	28123	52.34620753838995	40961	76.24197301070265
subclass	GABAergic	scvi	12730	0.9178940886259999	1.0	0.2016537642093826	358	2.812254516889238	8678	68.16967792615868	9036	70.98193244304792
subclass	GABAergic	seurat	12740	0.9519561223886248	1.0	0.13472286449526413	175	1.3736263736263736	8670	68.05337519623234	8845	69.42700156985872
subclass	Glutamatergic	scvi	12320	0.9230861431435083	1.0	0.19781211058721837	79	0.6412337662337663	7721	62.67045454545455	7800	63.311688311688314
subclass	Glutamatergic	seurat	12320	0.9822705410997874	1.0	0.03973972813670086	0	0.0	7102	57.646103896103895	7102	57.646103896103895
subclass	L2/3-6 IT	scvi	100962	0.8984053210137919	0.9876543209876544	0.22265177870554057	1672	1.6560686198767853	39756	39.377191418553515	41428	41.0332600384303
subclass	L2/3-6 IT	seurat	101585	0.9469190693106344	1.0	0.1329768192005043	175	0.17226952798149334	55815	54.94413545306886	55990	55.11640498105035
subclass	L5 ET	scvi	15710	0.6191970537419296	1.0	0.4679290170411206	5566	35.429662635264165	8958	57.021005728835135	14524	92.4506683640993
subclass	L5 ET	seurat	15778	0.6949782397431022	1.0	0.4471330305747	4497	28.501711243503614	10452	66.2441374065154	14949	94.74584865001901
subclass	L5/6 NP	scvi	49881	0.9302299212385216	1.0	0.23868046853856528	2887	5.787774904272168	45000	90.21471101220905	47887	96.00248591648122
subclass	L5/6 NP	seurat	50098	0.937055371471915	1.0	0.23490685976978015	2885	5.758712922671564	46226	92.27114854884427	49111	98.02986147151583
subclass	L6 CT	scvi	68162	0.7602976839545602	1.0	0.3574623084126702	10466	15.354596402687715	38831	56.96869223320912	49297	72.32328863589683
subclass	L6 CT	seurat	68578	0.8250293109212878	1.0	0.3181891144526064	7239	10.55586339642451	46662	68.04222928636005	53901	78.59809268278457
subclass	L6b	scvi	58322	0.7838266925808556	1.0	0.3384144487726593	7677	13.163128836459656	33689	57.76379410856966	41366	70.92692294502932
subclass	L6b	seurat	58689	0.8462387934530724	1.0	0.2852140027403496	4496	7.660720066792755	39240	66.8609109032357	43736	74.52163097002845
subclass	LAMP5	scvi	90372	0.8571699576052293	1.0	0.24574085834881507	4631	5.124374806355951	52104	57.6550258929757	56735	62.77940069933165
subclass	LAMP5	seurat	90955	0.870372853482881	1.0	0.23187378359666933	3944	4.33621021384201	54042	59.416194821615086	57986	63.752405035457095
subclass	Microglia	scvi	89983	0.9157876300971217	1.0	0.23454830375713787	4469	4.9664936710267495	72627	80.71191225009169	77096	85.67840592111844
subclass	Microglia	seurat	90545	0.9201714034387198	1.0	0.22994080809067985	4318	4.768899442266276	73426	81.09337898282622	77744	85.8622784250925
subclass	Non-neuron	scvi	11760	0.8782921084961901	1.0	0.3098406369047724	1224	10.408163265306122	9805	83.37585034013605	11029	93.78401360544218
subclass	Non-neuron	seurat	11760	0.9890710310098065	1.0	0.09627251751871338	102	0.8673469387755102	11536	98.0952380952381	11638	98.9625850340136
subclass	OPC	scvi	105352	0.9441710376596614	1.0	0.1896325467880965	2943	2.7934922925051255	89156	84.6267750018984	92099	87.42026729440353
subclass	OPC	seurat	105965	0.9212071899325879	1.0	0.2515097289603777	6698	6.320955032321993	91944	86.76827254282074	98642	93.08922757514273
subclass	Oligodendrocyte	scvi	111752	0.936731973059479	1.0	0.18500073298484168	2137	1.9122700264872217	79161	70.8363161285704	81298	72.74858615505762
subclass	Oligodendrocyte	seurat	112355	0.9862790742482207	1.0	0.07341279949580977	256	0.2278492278937297	98450	87.62404877397535	98706	87.85189800186907
subclass	PAX6	scvi	15501	0.7832416341802833	1.0	0.3634073011215265	2372	15.302238565253855	10439	67.34404231985033	12811	82.64628088510419
subclass	PAX6	seurat	15520	0.8056105792832597	1.0	0.3389018665169566	1947	12.545103092783505	10562	68.05412371134021	12509	80.59922680412372
subclass	PVALB	scvi	96240	0.8479918244054885	0.9090909090909092	0.21841144724417239	3317	3.446591853699086	40440	42.01995012468828	43757	45.46654197838736
subclass	PVALB	seurat	96825	0.8849431339810468	0.96	0.19390217161618648	2727	2.8164213787761425	48342	49.92718822618126	51069	52.7436096049574
subclass	Pericyte	scvi	19980	0.06229476951699174	0.0	0.23678115433299715	18659	93.38838838838839	1099	5.5005005005005	19758	98.88888888888889
subclass	Pericyte	seurat	20000	0.08056957792207792	0.0	0.2682533827453143	18319	91.595	1471	7.355	19790	98.95
subclass	SNCG	scvi	64752	0.6017998624628537	0.6666666666666666	0.408045420144737	18214	28.12886088460588	23386	36.116258957252285	41600	64.24511984185817
subclass	SNCG	seurat	65207	0.6145336249115065	0.6666666666666666	0.3884377753594069	15879	24.35168003435214	22220	34.0760961246492	38099	58.42777615900133
subclass	SST	scvi	91924	0.8679723757703774	1.0	0.22748343841268473	3592	3.9075758235063747	50217	54.62882381097428	53809	58.53639963448066
subclass	SST	seurat	92505	0.9012861088572955	1.0	0.2214662316136826	4007	4.3316577482298255	62332	67.38230365926167	66339	71.71396140749148
subclass	VIP	scvi	94042	0.8583342451054692	0.9565217391304348	0.23012044933616396	3821	4.063078199102529	46781	49.7447948788839	50602	53.80787307798643
subclass	VIP	seurat	94635	0.8788750834022049	1.0	0.21905538596429436	3801	4.0164843873831035	51118	54.01595604163364	54919	58.032440429016745
subclass	VLMC	scvi	11330	0.5251855906180708	0.6666666666666666	0.43480359065044905	4121	36.372462488967344	4058	35.81641659311562	8179	72.18887908208296
subclass	VLMC	seurat	11330	0.6786322052959299	0.9230769230769232	0.392084830752869	2312	20.406001765225067	5595	49.382171226831424	7907	69.78817299205649
subclass	Vascular	scvi	8500	0.819336974789916	1.0	0.3601216543682364	1291	15.188235294117646	6489	76.34117647058824	7780	91.52941176470588
subclass	Vascular	seurat	8500	0.8313540616246499	1.0	0.3499059111125059	1190	14.0	6628	77.97647058823529	7818	91.97647058823529
class	Astrocyte	scvi	109992	0.9480372041850752	1.0	0.16401494344151513	1737	1.5792057604189396	84713	77.01741944868718	86450	78.59662520910612
class	Astrocyte	seurat	110615	0.9781771081633265	1.0	0.10450353867012623	799	0.7223251819373503	96816	87.52520001808072	97615	88.24752520001807
class	Chandelier	scvi	26951	0.8413248794255066	1.0	0.35003291641384343	3851	14.288894660680494	21594	80.12318652369115	25445	94.41208118437164
class	Chandelier	seurat	26990	0.8372203162199457	1.0	0.34710372322881283	3786	14.027417562060021	21001	77.81030011115227	24787	91.8377176732123
class	GABAergic	scvi	12730	0.9178940886259999	1.0	0.2016537642093826	358	2.812254516889238	8678	68.16967792615868	9036	70.98193244304792
class	GABAergic	seurat	12740	0.951877629452989	1.0	0.13493745650680392	175	1.3736263736263736	8670	68.05337519623234	8845	69.42700156985872
class	Glutamatergic	scvi	12320	0.9230861431435083	1.0	0.19781211058721837	79	0.6412337662337663	7721	62.67045454545455	7800	63.311688311688314
class	Glutamatergic	seurat	12320	0.9822705410997874	1.0	0.03973972813670086	0	0.0	7102	57.646103896103895	7102	57.646103896103895
class	L2/3-6 IT	scvi	100962	0.8990708809487794	0.9879518072289156	0.22277037096539234	1672	1.6560686198767853	41142	40.74998514292506	42814	42.40605376280185
class	L2/3-6 IT	seurat	101585	0.9471854705344958	1.0	0.1328655072182222	175	0.17226952798149334	56284	55.40581778805926	56459	55.57808731604075
class	LAMP5	scvi	90372	0.857178809904614	1.0	0.24574240106411233	4631	5.124374806355951	52108	57.659452042668086	56739	62.78382684902403
class	LAMP5	seurat	90955	0.870372853482881	1.0	0.23187378359666933	3944	4.33621021384201	54042	59.416194821615086	57986	63.752405035457095
class	Microglia	scvi	89983	0.9157876300971217	1.0	0.23454830375713787	4469	4.9664936710267495	72627	80.71191225009169	77096	85.67840592111844
class	Microglia	seurat	90545	0.9201714034387198	1.0	0.22994080809067985	4318	4.768899442266276	73426	81.09337898282622	77744	85.8622784250925
class	Non-neuron	scvi	11760	0.8782921084961901	1.0	0.3098406369047724	1224	10.408163265306122	9805	83.37585034013605	11029	93.78401360544218
class	Non-neuron	seurat	11760	0.9890710310098065	1.0	0.09627251751871338	102	0.8673469387755102	11536	98.0952380952381	11638	98.9625850340136
class	OPC	scvi	105352	0.9441710376596614	1.0	0.1896325467880965	2943	2.7934922925051255	89156	84.6267750018984	92099	87.42026729440353
class	OPC	seurat	105965	0.9212071899325879	1.0	0.2515097289603777	6698	6.320955032321993	91944	86.76827254282074	98642	93.08922757514273
class	Oligodendrocyte	scvi	111752	0.936731973059479	1.0	0.18500073298484168	2137	1.9122700264872217	79161	70.8363161285704	81298	72.74858615505762
class	Oligodendrocyte	seurat	112355	0.9862790742482207	1.0	0.07341279949580977	256	0.2278492278937297	98450	87.62404877397535	98706	87.85189800186907
class	PAX6	scvi	15501	0.7832416341802833	1.0	0.3634073011215265	2372	15.302238565253855	10439	67.34404231985033	12811	82.64628088510419
class	PAX6	seurat	15520	0.8056105792832597	1.0	0.3389018665169566	1947	12.545103092783505	10562	68.05412371134021	12509	80.59922680412372
class	PVALB	scvi	96240	0.8479947107082499	0.9090909090909092	0.2184064813295215	3317	3.446591853699086	40440	42.01995012468828	43757	45.46654197838736
class	PVALB	seurat	96825	0.8849431339810468	0.96	0.19390217161618648	2727	2.8164213787761425	48342	49.92718822618126	51069	52.7436096049574
class	SNCG	scvi	64752	0.6017998624628537	0.6666666666666666	0.408045420144737	18214	28.12886088460588	23386	36.116258957252285	41600	64.24511984185817
class	SNCG	seurat	65207	0.6145336249115065	0.6666666666666666	0.3884377753594069	15879	24.35168003435214	22220	34.0760961246492	38099	58.42777615900133
class	SST	scvi	91924	0.8679723757703774	1.0	0.22748343841268473	3592	3.9075758235063747	50217	54.62882381097428	53809	58.53639963448066
class	SST	seurat	92505	0.9013158798778237	1.0	0.22145640359444813	4007	4.3316577482298255	62351	67.40284308956272	66358	71.73450083779255
class	VIP	scvi	94042	0.8583391589107093	0.9565217391304348	0.230121851942915	3821	4.063078199102529	46785	49.74904829756917	50606	53.8121264966717
class	VIP	seurat	94635	0.8788750834022049	1.0	0.21905538596429436	3801	4.0164843873831035	51118	54.01595604163364	54919	58.032440429016745
class	Vascular	scvi	68543	0.8628301823808776	1.0	0.2954877820177101	6008	8.765300614212975	50256	73.32039741476153	56264	82.0856980289745
class	Vascular	seurat	69045	0.8773681186543154	1.0	0.2979023303465929	6524	9.448910131073937	54458	78.87319863856905	60982	88.32210876964298
class	deep layer non-IT	scvi	89842	0.8229111237020033	0.9473684210526316	0.2590029897801633	4045	4.50234856748514	43850	48.80790721488836	47895	53.3102557823735
class	deep layer non-IT	seurat	90397	0.8401372559211879	1.0	0.26735664512878876	1727	1.9104616303638395	53061	58.697744394172375	54788	60.608206024536216
family	Astrocyte	scvi	109992	0.9482959539217994	1.0	0.16386962342031336	1737	1.5792057604189396	84926	77.21106989599244	86663	78.79027565641138
family	Astrocyte	seurat	110615	0.9786517794018766	1.0	0.10387139569962588	799	0.7223251819373503	97498	88.14175292681824	98297	88.86407810875559
family	GABAergic	scvi	112852	0.938914328175662	1.0	0.1459769179802726	607	0.5378726119164924	73861	65.4494382022472	74468	65.98731081416368
family	GABAergic	seurat	113475	0.9760438233831493	1.0	0.07510953908254121	261	0.23000660938532716	84094	74.10795329367703	84355	74.33795990306236
family	Glutamatergic	scvi	113282	0.9119225247378969	1.0	0.2115232996620634	776	0.6850161543758055	61880	54.62474179481295	62656	55.30975794918875
family	Glutamatergic	seurat	113905	0.9871648019951845	1.0	0.059455939067057983	117	0.10271717659453053	82179	72.14696457574294	82296	72.24968175233748
family	Microglia	scvi	89983	0.9159589811236987	1.0	0.2345183749951109	4469	4.9664936710267495	72702	80.79526132713957	77171	85.76175499816632
family	Microglia	seurat	90545	0.9242534411181577	1.0	0.22932536580538004	4318	4.768899442266276	75721	83.62803026119609	80039	88.39692970346236
family	Non-neuron	scvi	11760	0.8744982020447207	1.0	0.31030802218416403	1224	10.408163265306122	9658	82.12585034013605	10882	92.53401360544218
family	Non-neuron	seurat	11760	0.965336013193156	1.0	0.12715678688693138	102	0.8673469387755102	10640	90.47619047619048	10742	91.34353741496598
family	OPC	scvi	105352	0.9442464311703955	1.0	0.18963214562545	2943	2.7934922925051255	89240	84.70650770749488	92183	87.5
family	OPC	seurat	105965	0.9217706712504858	1.0	0.25152595399139616	6698	6.320955032321993	92511	87.30335488132874	99209	93.62430991365073
family	Oligodendrocyte	scvi	111752	0.9374752321639989	1.0	0.1847110602569102	2137	1.9122700264872217	80169	71.73831340826115	82306	73.65058343474837
family	Oligodendrocyte	seurat	112355	0.9869968074136047	1.0	0.07231863822244096	256	0.2278492278937297	99452	88.51586489252814	99708	88.74371412042187
family	Vascular	scvi	68543	0.8630868535775882	1.0	0.29548666487526193	6008	8.765300614212975	50339	73.44148928409903	56347	82.20678989831201
