"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.80004724989233	0.0234042832790409	Inf	0.750230440980245	0.842020317778518
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.546922468750632	0.0360226212892653	Inf	0.475849398450032	0.616132647360675
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.547704498464485	0.0365930637281685	Inf	0.475489751973466	0.617965092415432
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.597145567459467	0.0350122720032583	Inf	0.527055095554184	0.663480879863268
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.244445605628028	0.0269345096078509	Inf	0.195558311954239	0.300981574397556
"whole cortex"	"seurat"	0.577975112877471	0.0356721207480232	Inf	0.506957332891367	0.64590836766919
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.584587016154625	0.0355076199262736	Inf	0.513760543300638	0.652083219154981
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.37394364145525	0.0336805803180021	Inf	0.31060151721089	0.441922837460951
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.580304781600465	0.0354779147708632	Inf	0.509628351933734	0.647833850031677
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.166851532581456	0.0192667120261918	Inf	0.132417208891375	0.2080925487654
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.350526325485875	0.032210679450718	Inf	0.29027750686088	0.415951264594498
"whole cortex"	"scvi"	0.212467937343546	0.0233107347298881	Inf	0.170347971650741	0.261717116810831
