"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0160177455167571	NA	Inf	NA	NA
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.999999999938573	NA	Inf	NA	NA
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0160181286780143	NA	Inf	NA	NA
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0160187302131323	NA	Inf	NA	NA
"whole cortex"	"seurat"	0.0160189868275419	NA	Inf	NA	NA
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0160189303004581	NA	Inf	NA	NA
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0160181129710449	NA	Inf	NA	NA
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0160185164861549	NA	Inf	NA	NA
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0160181673369724	NA	Inf	NA	NA
"whole cortex"	"scvi"	0.0160179841197024	NA	Inf	NA	NA
