"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.797875169769634	0.0422518497434592	0.702562454455248	0.868367758913413
"scvi"	0	0.814554511960856	0.0395841906743876	0.72436787582622	0.880115932834941
"seurat"	0.05	0.789069539791163	0.0435915279530337	0.691247737777045	0.862082206935479
"scvi"	0.05	0.773533011310744	0.0458878940181042	0.671488102227789	0.850917466880772
"seurat"	0.1	0.779986072983931	0.0449338681298423	0.679690363569748	0.855551250145581
"scvi"	0.1	0.726484317674538	0.0520340992394943	0.613861061301581	0.816099961082549
"seurat"	0.15	0.77062514650258	0.0462751629620828	0.667899575131671	0.848770277777607
"scvi"	0.15	0.673783312025397	0.0575449775888911	0.552846049078466	0.775305737416747
"seurat"	0.2	0.760987986049409	0.0476114767917852	0.655885703768458	0.841735056915881
"scvi"	0.2	0.616291163975973	0.0619022545969501	0.490186006857204	0.728481510226076
"seurat"	0.25	0.751076711365801	0.0489386590634393	0.643660156702507	0.834441779262009
"scvi"	0.25	0.555353255733014	0.0646364074755902	0.427822327488439	0.675986981302825
"seurat"	0.5	0.697550241007772	0.0552797214380457	0.579828233698222	0.794007052586704
"scvi"	0.5	0.262071062714502	0.0506688716016728	0.175261386599975	0.372460493295467
"seurat"	0.75	0.638060423891644	0.060686022763747	0.51296707312963	0.746878230742592
"scvi"	0.75	0.0917220250767919	0.0218935979022291	0.0568985526097311	0.144590843307791
