"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.198682334953181	0.0158036741433629	Inf	0.169509837970165	0.231476051509457
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.758870548400592	0.0185384452308199	Inf	0.720699083339836	0.793321253704949
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.7951201526254	0.0164056249635139	Inf	0.761094043269744	0.825411769355082
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.786153853709199	0.0169794668784758	Inf	0.750998028216465	0.817551982795582
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.632256351336511	0.0240708949476717	Inf	0.583947480048803	0.678048551025787
"whole cortex"	"seurat"	0.781100632609087	0.0173414660821966	Inf	0.74522538840139	0.813190546832446
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.270524816459464	0.0194201917738934	Inf	0.23418305330276	0.310221720150895
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.809870025624658	0.0161388760892575	Inf	0.776214315472787	0.839510691301779
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.738648607854551	0.0197477743095969	Inf	0.69814108699779	0.775468521702249
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.746043025503309	0.0195459803321332	Inf	0.705871868233918	0.782418894601491
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.717826768896179	0.0206901105312454	Inf	0.6755732593653	0.756560183647438
"whole cortex"	"scvi"	0.803014299085923	0.0162969474839798	Inf	0.769113704527049	0.833018010104872
