"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	1.00000092228726	0.168019644000467	Inf	1	5.48916579619186e-06	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / BrainAgingSpatialAtlas snRNAseq seurat"	0.032010878046824	0.0053270701399038	Inf	1	-20.6813838933646	0
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.00000006648716	0.168019465472897	Inf	1	3.95711087031092e-07	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00000187164295	0.168019842044616	Inf	1	1.11394266330963e-05	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	0.912597584814952	0.153429156032332	Inf	1	-0.544006183605158	0.999994235623257
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.818690619136222	0.145378499807396	Inf	1	-1.12656449889283	0.993562491889607
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.818690601054267	0.145378495904798	Inf	1	-1.12656462863146	0.993562485587034
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / BrainAgingSpatialAtlas snRNAseq scvi"	0.158359782634787	0.0306192061346644	Inf	1	-9.53123938735076	9.85878045867139e-14
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.818689522815492	0.145378263190819	Inf	1	-1.12657236503402	0.993562109751186
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.818692140526387	0.14537882816594	Inf	1	-1.12655358288763	0.993563022160139
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	0.161475111290619	0.0314987586415968	Inf	1	-9.34749235087241	1.16795462190566e-13
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / BrainAgingSpatialAtlas snRNAseq seurat"	0.0320108485236263	0.00532706640863427	Inf	1	-20.6813848472888	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.999999144200695	0.168019347945957	Inf	1	-5.09345470916056e-06	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00000094935482	0.168019724517388	Inf	1	5.65026083690517e-06	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	0.912596743138605	0.153429048665677	Inf	1	-0.544011548326873	0.999994235033235
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.818689864068993	0.145378394676259	Inf	1	-1.12656946836185	0.993562250474153
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.818689845987055	0.145378390773637	Inf	1	-1.12656959810068	0.993562244171377
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / BrainAgingSpatialAtlas snRNAseq scvi"	0.158359636581712	0.0306191829718839	Inf	1	-9.53124257698145	9.89208714941014e-14
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.818688767749273	0.145378158059869	Inf	1	-1.12657733450284	0.993561868324003
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.818691385457754	0.145378723034543	Inf	1	-1.12655855235692	0.99356278076096
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	0.161474962364319	0.0314987347200801	Inf	1	-9.34749555670201	1.18571819029967e-13
"BrainAgingSpatialAtlas snRNAseq seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	31.2393825943921	5.19868229249022	Inf	1	20.6813839621342	0
"BrainAgingSpatialAtlas snRNAseq seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	31.2394389863407	5.19869393429694	Inf	1	20.6813858292073	0
"BrainAgingSpatialAtlas snRNAseq seurat / whole cortex seurat"	28.5089832112711	4.74601327367831	Inf	1	20.1245421162368	0
"BrainAgingSpatialAtlas snRNAseq seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	25.5753877772012	4.58615035483814	Inf	1	18.0774614851957	0
"BrainAgingSpatialAtlas snRNAseq seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	25.5753872123321	4.5861502326864	Inf	1	18.0774614442523	0
"BrainAgingSpatialAtlas snRNAseq seurat / BrainAgingSpatialAtlas snRNAseq scvi"	4.94706150837679	0.888442939223867	Inf	1	8.90246379213963	8.63753513158372e-14
"BrainAgingSpatialAtlas snRNAseq seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	25.5753535288207	4.58614294876093	Inf	1	18.0774590025265	0
"BrainAgingSpatialAtlas snRNAseq seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	25.5754353044875	4.58616063242964	Inf	1	18.0774649304447	0
"BrainAgingSpatialAtlas snRNAseq seurat / whole cortex scvi"	5.04438244569301	0.910500200590751	Inf	1	8.96562042842258	8.20454815197991e-14
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00000180515567	0.168019833572148	Inf	1	1.07437155460646e-05	1
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	0.912597524138932	0.153429148292334	Inf	1	-0.544006570345106	0.999994235580725
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.818690564703809	0.145378492228528	Inf	1	-1.12656485713939	0.993562474486335
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.818690546621855	0.14537848832592	Inf	1	-1.12656498687809	0.993562468183744
