"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-3.62146127588513	0.0276955440059971	-130.759709038427	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"keyfamily"	-0.000196477439343876	0.0145353320592563	-0.0135172308787234	0.989215138605004	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"keysubclass"	-0.000196002972466966	0.0145353304859501	-0.0134845900240399	0.989241179865568	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"cutoff"	-0.0313754170372792	0.0353453890314828	-0.887680625309642	0.374712570626026	0.749425141252051	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"methodscvi"	0.0147399652949965	0.0267432283762473	0.551166264881024	0.581519703509335	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-6.47761975881982e-05	0.0237141792350311	-0.00273153866917348	0.997820550178887	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-8.84437355288351e-05	0.0237157098971739	-0.00372933114430509	0.997024431155164	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"referencewhole cortex"	0.198577487413763	0.0238180412158805	8.33727197018042	7.6024066486409e-17	5.32168465404863e-16	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"subsample_ref100"	0.0327605628842799	0.0145418036156539	2.25285416789799	0.0242683454806435	0.0849392091822522	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"subsample_ref50"	0.0727996547676868	0.0145860649464419	4.99104145189245	6.00546067826981e-07	2.80254831652591e-06	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"cutoff:methodscvi"	-0.0599291752311417	0.0500561738937483	-1.19723843373148	0.23121363345326	0.539498478057606	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	9.65629076875354e-05	0.0335449991065968	0.00287860814605137	0.997703206175684	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	8.75808643920302e-05	0.0335472334898864	0.00261067322938666	0.997916986503141	0.997916986503141	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.0571501129994613	0.0336715465389874	-1.69728209345207	0.0896433409745245	0.251001354728669	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	291793.591327538	-583557.182655076	-583432.717313051
