label	key	metric	mean	std
Astrocyte	class	f1_score	0.8973758676109929	0.18186258304564598
Astrocyte	class	precision	0.9585224662255474	0.13447162938181328
Astrocyte	class	recall	0.864507031361956	0.19778222423718753
Astrocyte	family	f1_score	0.8973758676109929	0.18186258304564598
Astrocyte	family	precision	0.9585224662255474	0.13447162938181328
Astrocyte	family	recall	0.864507031361956	0.19778222423718753
Astrocyte	subclass	f1_score	0.8973758676109929	0.18186258304564598
Astrocyte	subclass	precision	0.9585224662255474	0.13447162938181328
Astrocyte	subclass	recall	0.864507031361956	0.19778222423718753
CA1-ProS	subclass	f1_score	0.6599680037180037	0.0761850420524798
CA1-ProS	subclass	precision	1.0	0.0
CA1-ProS	subclass	recall	0.49611185383244205	0.08470974603341488
CA3	subclass	f1_score	0.6674931543444867	0.1305972809870144
CA3	subclass	precision	0.5854779411764706	0.17252573546386393
CA3	subclass	recall	0.7962121212121213	0.05691406051816051
CNS macrophage	family	f1_score	0.9700722624753181	0.057408431938113624
CNS macrophage	family	precision	0.9945436507936508	0.02161393470683622
CNS macrophage	family	recall	0.952422566951882	0.09334510209167364
Cajal-Retzius cell	class	f1_score	0.5303030303030303	0.45226701686664544
Cajal-Retzius cell	class	precision	1.0	0.0
Cajal-Retzius cell	class	recall	0.4848484848484848	0.45002805748670005
Cajal-Retzius cell	subclass	f1_score	0.5303030303030303	0.45226701686664544
Cajal-Retzius cell	subclass	precision	0.875	0.3535533905932738
Cajal-Retzius cell	subclass	recall	0.4848484848484848	0.45002805748670005
DG	subclass	f1_score	0.9172490521174732	0.03792395332625827
DG	subclass	precision	1.0	0.0
DG	subclass	recall	0.8488531523439591	0.06498338926460102
Endothelial	subclass	f1_score	0.9663866003104157	0.03265942637210399
Endothelial	subclass	precision	1.0	0.0
Endothelial	subclass	recall	0.9368196963020572	0.059854675560807355
GABAergic	class	f1_score	0.8882698537735452	0.11687685117659113
GABAergic	class	precision	0.9538003663003664	0.09521548495343153
GABAergic	class	recall	0.8616605616605616	0.1852008598517693
GABAergic	family	f1_score	0.8882698537735452	0.11687685117659113
GABAergic	family	precision	0.9538003663003664	0.09521548495343153
GABAergic	family	recall	0.8616605616605616	0.1852008598517693
GABAergic	subclass	f1_score	0.8882698537735452	0.11687685117659113
GABAergic	subclass	precision	0.9538003663003664	0.09521548495343153
GABAergic	subclass	recall	0.8616605616605616	0.1852008598517693
Glutamatergic	class	f1_score	0.957383672181823	0.1307872114311857
Glutamatergic	class	precision	0.9411371839764876	0.17139801450624367
Glutamatergic	class	recall	0.9975918405266231	0.006924629641174817
Glutamatergic	family	f1_score	0.783036783616937	0.3371059084420347
Glutamatergic	family	precision	0.746460070105927	0.3767993332095443
Glutamatergic	family	recall	0.9622717437934828	0.17157716638017806
Glutamatergic	subclass	f1_score	0.9576416569934213	0.13082504276243181
Glutamatergic	subclass	precision	0.9416292144685182	0.1714328813936211
Glutamatergic	subclass	recall	0.9975918405266231	0.006924629641174817
Hippocampal neuron	class	f1_score	0.9766698363174793	0.005834895010553244
Hippocampal neuron	class	precision	0.9962121212121212	0.007575757575757597
Hippocampal neuron	class	recall	0.9581260780715574	0.018245778589966878
Macrophage	class	f1_score	0.2437452139941787	0.13528895095521354
Macrophage	class	precision	0.14932738213242674	0.09797082390849898
Macrophage	class	recall	0.8691176470588236	0.26704935775456223
Macrophage	subclass	f1_score	0.2427145453164512	0.13568650744082297
Macrophage	subclass	precision	0.1486960690011136	0.09824843985111231
Macrophage	subclass	recall	0.8691176470588236	0.26704935775456223
Microglia	class	f1_score	0.0	0.0
Microglia	class	recall	0.0	0.0
Microglia	subclass	f1_score	0.0	0.0
Microglia	subclass	recall	0.0	0.0
Neural stem cell	class	f1_score	0.5387517066234733	0.2325178507172946
Neural stem cell	class	precision	0.4493931247963506	0.23235204773757148
Neural stem cell	class	recall	0.7414467253176931	0.27484963983227545
Neural stem cell	family	f1_score	0.5387517066234733	0.2325178507172946
Neural stem cell	family	precision	0.4493931247963506	0.23235204773757148
Neural stem cell	family	recall	0.7414467253176931	0.27484963983227545
