"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0549661704427969	0.00718383926080069	Inf	0.0424699400223781	0.0708671297593859
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0549661300024529	0.00718383548544712	Inf	0.0424699065174446	0.070867081485295
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0549661574584516	0.00718383804863217	Inf	0.0424699292648139	0.0708671142598267
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0549661850492921	0.00718384062440576	Inf	0.0424699521238997	0.0708671471953212
"whole cortex"	"seurat"	0.0549661528731334	0.00718383762056576	Inf	0.0424699254658637	0.0708671087862838
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0682267887955114	0.00834044739605744	Inf	0.0535859256329127	0.0865022414044883
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0682267465176303	0.0083404439318498	Inf	0.0535858898329927	0.0865021920828534
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0682267642057374	0.00834044538119649	Inf	0.0535859048108665	0.0865022127179092
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.068226769235318	0.00834044579331582	Inf	0.053585909069797	0.08650221858545
"whole cortex"	"scvi"	0.745487996560848	0.0245681602066975	Inf	0.694427906265942	0.790589007270785
