"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0741771740870248	0.0376212086256722	Inf	0.0266507491454492	0.189920455614123
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0741767751135749	0.0376210239700579	Inf	0.0266505973434727	0.189919568317433
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0741773042393187	0.0376212688752552	Inf	0.0266507986573709	0.189920745117103
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.494496611112809	0.13575689184735	Inf	0.252285870141607	0.739318408693806
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.429799068181591	0.133143523447766	Inf	0.206281450393062	0.686142320545486
"whole cortex"	"seurat"	0.47775093231249	0.135427603345021	Inf	0.239960793046531	0.726072084667004
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0916537438252738	0.0455396133120949	Inf	0.0333845010767859	0.22767142488182
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.091655780194223	0.0455405158186375	Inf	0.0333852958690024	0.227675696020264
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0916546716176432	0.0455400245180769	Inf	0.0333848631825158	0.22767337091898
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.30462192997137	0.115737943560993	Inf	0.13053162329011	0.5610680828669
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.266333302757505	0.106814498896946	Inf	0.110591622881676	0.514520807739708
"whole cortex"	"scvi"	0.302116275017246	0.115063944054848	Inf	0.129333786816373	0.557835228826996
