"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0916430231719692	0.0087646053847758	Inf	0.0758514423418283	0.110329768829687
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0971623156000639	0.00924519710091436	Inf	0.0804887507287569	0.116850944084588
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.445473894156427	0.026524219451874	Inf	0.39426387462061	0.49786840242306
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.388292172577281	0.0255556174843615	Inf	0.339533241940409	0.439394839055084
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.225925076775199	0.0186633506373169	Inf	0.191447677208024	0.264579700834984
"whole cortex"	"seurat"	0.318430399577752	0.0232932376783178	Inf	0.274611573872008	0.365716107008114
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.111893043836443	0.0104260631849054	Inf	0.0930301835856285	0.13401541363516
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.245760208510407	0.0197704693303813	Inf	0.209093025620828	0.286527988697846
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.142271010587546	0.0128689773961231	Inf	0.118862392113612	0.169403385023003
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.37505188884956	0.0251538408958793	Inf	0.327185599546683	0.425492322814891
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.292372763716782	0.0221621377628831	Inf	0.250896051520133	0.337615906365466
"whole cortex"	"scvi"	0.286814069722536	0.0218769975055181	Inf	0.245913370769408	0.331526711479698
