label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9824596428753337	0.0648803117569668	1332
Astrocyte	scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9802944657667398	0.06807372835519826	1332
Astrocyte	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9058423103343531	0.14178825547935675	1332
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9779641664238821	0.07219203820707508	1332
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9828054935813282	0.060401844763068924	1332
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9801774994003785	0.05996638072259163	1332
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9743880145586328	0.05964407028984276	1332
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9831444708698556	0.05928198748962303	1332
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9850467032590943	0.05403185873691001	1332
Astrocyte	scvi	0.0	whole cortex	subclass	0.985415729001104	0.05504213920846814	1332
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9824596428753337	0.06488031175696683	1332
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9802944657667398	0.06807372835519833	1332
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9058423103343531	0.1417882554793568	1332
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	subclass	0.9779641664238821	0.07219203820707507	1332
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9828054935813282	0.060401844763068896	1332
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	subclass	0.9801774994003785	0.05996638072259166	1332
Astrocyte	scvi	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.9743880145586328	0.05964407028984271	1332
