"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.677826807183097	0.0785656427927194	Inf	0.509665540941939	0.809834953194525
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.722186655326412	0.0721224488302706	Inf	0.562367834716076	0.840223361931029
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.515153748735478	0.090188794000755	Inf	0.343647029034108	0.683164027755671
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.703781287752984	0.0749584107466944	Inf	0.540075567507319	0.827796759542917
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.652734736218976	0.0814778594388965	Inf	0.481650214387413	0.791764755031167
"whole cortex"	"seurat"	0.639992366373779	0.0828417920775065	Inf	0.467700037981429	0.782456933988181
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.705986772142831	0.0748396393899242	Inf	0.542224752115427	0.82957825609245
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.675527990308607	0.0788524731464251	Inf	0.507051564894938	0.808204048047816
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.596945087954698	0.0868313970085493	Inf	0.421996105282315	0.750276810896347
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.678194489083871	0.0785113799073662	Inf	0.510102513961315	0.810084285425062
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.744045286831539	0.0685804687921765	Inf	0.589353698908429	0.854818998941957
"whole cortex"	"scvi"	0.700281860969699	0.0755743434680492	Inf	0.535667733729135	0.825543589250976
