"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-0.555607027006102	0.0358181989552102	-15.5118638907801	2.88384420155287e-54	1.08144157558233e-53	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"keyfamily"	-0.157182062297275	0.0240177332679644	-6.5444170165271	5.97279180065985e-11	7.46598975082482e-11	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"keyglobal"	1.20838822801265e-05	0.0267953518558424	0.000450969345173637	0.999640178534287	0.999640178534287	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"keysubclass"	-0.157183643451437	0.0240177371611731	-6.54448178846499	5.97020388481135e-11	7.46598975082482e-11	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"cutoff"	-0.405267827538986	0.0481799089013075	-8.41155238315503	4.04619401808018e-17	6.06929102712027e-17	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"methodscvi"	0.614125230494617	0.0410983964146164	14.9428027385567	1.73520789256961e-50	5.20562367770884e-50	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.70883941235826	0.0341086122252855	-50.0999396009273	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-1.70881758615182	0.0341085028420053	-50.0994603623405	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"referencewhole cortex"	-1.3461917296415	0.0343396719588285	-39.2022303315977	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"subsample_ref100"	-0.0691259097246416	0.0201182975176303	-3.43597213750639	0.000590431690704225	0.000632605382897384	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"subsample_ref50"	-0.0928587146355481	0.0201708366922124	-4.60361243573993	4.15224859259809e-06	4.79105606838241e-06	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"cutoff:methodscvi"	-0.831507363595626	0.0693436793460205	-11.9911053384759	3.95590800858567e-33	8.47694573268358e-33	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.432805239245482	0.0482069616891466	-8.97806507774426	2.75570080024111e-19	4.59283466706851e-19	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.432852127034635	0.0482069684055487	-8.97903646197368	2.73148250384804e-19	4.59283466706851e-19	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.722247547422614	0.049293038903753	14.6521205323299	1.30575972141706e-48	3.26439930354265e-48	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	121294.415935902	-242556.831871805	-242431.352466194
