"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	0.913524523787846	0.0326056043198611	28.0174081371462	9.97173353240146e-173	1.62040669901524e-172	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"keysubclass"	-0.0313892215212492	0.0161163813998424	-1.94765938720935	0.0514557326709658	0.0608113204293232	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"cutoff"	-0.1572201404938	0.0479678403058926	-3.27761557516873	0.00104687863315638	0.00151215802567033	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"methodscvi"	-2.89762486473768	0.0419002191007227	-69.1553630727364	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-2.90345543502931	0.038382469716171	-75.6453520708712	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-2.90343551881369	0.0383824164049956	-75.6449382492709	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"referencewhole cortex"	-2.5714088627051	0.0385363860492125	-66.7267776335152	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"subsample_ref100"	-0.0543210884797399	0.0194867199722152	-2.78759527294449	0.00531008377691399	0.00690310890998819	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"subsample_ref50"	-0.0299723913826736	0.0194565737084003	-1.54047633626948	0.123444286621428	0.123444286621428	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"cutoff:methodscvi"	0.120576377562475	0.0666405473535245	1.80935454990824	0.0703959393308514	0.0762622676084224	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	2.86785839156934	0.0493593509086642	58.1016228693141	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	2.86784676469736	0.0493592780647773	58.1014730591016	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
"fixed"	"cond"	"methodscvi:referencewhole cortex"	2.56168328339931	0.0495084034836927	51.74239327356	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	183147.668706212	-366267.337412424	-366156.312873533
