"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0638330258357912	0.00732422800275825	Inf	0.0508955059021496	0.0797827826724282
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.063833015296285	0.00732422715068869	Inf	0.0508954969472923	0.0797827703855409
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0638329014687183	0.00732421794820958	Inf	0.050895400234156	0.0797826376859752
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0638329413390465	0.00732422117155778	Inf	0.0508954341098204	0.07978268416659
"whole cortex"	"seurat"	0.0638331447150195	0.00732423761364532	Inf	0.0508956069074065	0.0797829212612003
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0721901914813527	0.00799699772413501	Inf	0.0580015190141469	0.0895199325124437
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0721902041690399	0.00799699868265436	Inf	0.0580015299038177	0.0895199471467676
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0721900690030682	0.00799698847122273	Inf	0.05800141389272	0.0895197912426089
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0721900035318185	0.00799698352504244	Inf	0.0580013576996463	0.0895197157262632
"whole cortex"	"scvi"	0.32537456283364	0.0278812736666543	Inf	0.273262611869535	0.382197977534569
