"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.6670386394696	0.0392627244636023	Inf	1	21.6983940568825	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	2.03852562082154	0.0473436749634127	Inf	1	30.6670870932414	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	1.70712194736736	0.0402485444709012	Inf	1	22.6836520459607	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.17252338086294	0.0320919625515337	Inf	1	5.81505933470032	1.69134724448128e-07	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.29776103899836	0.0350625842786004	Inf	1	9.64700964213584	5.83977310952832e-14	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.23235597505209	0.0598282534610674	Inf	1	29.9642751838586	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	1.14122449121087	0.0310187065731606	Inf	1	4.86022234167658	3.21456320062641e-05	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.22284245401183	0.0273964990608235	Inf	1	8.97957926215921	5.44009282066327e-14	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	1.0240446183722	0.0233229825221606	Inf	1	1.04323710614982	0.967802010885406	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.703357050701594	0.0188372711375083	Inf	1	-13.1390978612389	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.778482878723953	0.0205560746460609	Inf	1	-9.4832579902663	6.77236045021345e-14	"class"
