"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"subsample_ref500 / subsample_ref100"	1.05375988252193	0.0151796916959347	Inf	1	3.63510175566588	0.000811711230205736	"class"
"subsample_ref500 / subsample_ref50"	1.1034101055321	0.0158163958510281	Inf	1	6.86512922946528	1.99522620647485e-11	"class"
"subsample_ref100 / subsample_ref50"	1.04711720747173	0.0148422898419698	Inf	1	3.24816382420673	0.00332994255262853	"class"
"subsample_ref500 / subsample_ref100"	1.0001443010349	0.0130362017576353	Inf	1	0.0110700531084012	0.999932439107216	"family"
"subsample_ref500 / subsample_ref50"	1.101059386898	0.0141945189269316	Inf	1	7.46781666621428	2.6434410216325e-13	"family"
"subsample_ref100 / subsample_ref50"	1.10090052581281	0.0140583947008834	Inf	1	7.52773866703694	1.74193992563687e-13	"family"
"subsample_ref500 / subsample_ref100"	1.10572596718971	0.0262679109751772	Inf	1	4.23055283290921	6.91843825948446e-05	"global"
"subsample_ref500 / subsample_ref50"	1.30622416478465	0.0310222611508953	Inf	1	11.2482317673512	5.32907051820075e-15	"global"
"subsample_ref100 / subsample_ref50"	1.18132720361494	0.0277187354579027	Inf	1	7.10186288202791	3.7150282850007e-12	"global"
"subsample_ref500 / subsample_ref100"	1.03178380283251	0.0118692619563514	Inf	1	2.71993659600939	0.0179337638529855	"subclass"
"subsample_ref500 / subsample_ref50"	1.11214642876089	0.012726161985368	Inf	1	9.28890589357513	3.14193115968919e-14	"subclass"
"subsample_ref100 / subsample_ref50"	1.07788707838577	0.0122059728499457	Inf	1	6.62335230283606	1.05357278457063e-10	"subclass"
