"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.763199663503513	0.0318108518946087	Inf	0.69536344664997	0.819843787071749
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.731332273024592	0.0344076766464636	Inf	0.65884963819438	0.793247521766933
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.72714460318696	0.0347547110052524	Inf	0.654042411750238	0.78976521396623
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.665266896821298	0.0388641952162249	Inf	0.585354593057954	0.736705591020478
"whole cortex"	"seurat"	0.465094019043276	0.0432635702647519	Inf	0.382088558520248	0.550079002287755
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.493216825567892	0.0444343669556267	Inf	0.407198813533715	0.579638310189831
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0409318346604765	0.00735708902383787	Inf	0.0287101822018013	0.0580452138704542
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.25938029985978	0.0347022189528524	Inf	0.197301071600156	0.332891737019941
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.286659245178506	0.0367621785489722	Inf	0.220281823321583	0.363708232936116
"whole cortex"	"scvi"	0.0388065305746607	0.00699561841991217	Inf	0.0271944095891685	0.0550962460136717
