"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.177971634719405	0.0749099398459738	Inf	0.0735274250086154	0.371315960837062
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.438942530003531	0.126004072995977	Inf	0.223001043569469	0.68077873494755
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.41564013637203	0.124301752696097	Inf	0.206892655062508	0.659791263238847
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.232123584077601	0.0912523824386279	Inf	0.0997705644444588	0.451913754876968
"whole cortex"	"seurat"	0.389621966581138	0.12170164713562	Inf	0.189708633747556	0.635086628820538
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.242421178983191	0.0940211031519922	Inf	0.105000958835957	0.466040174218841
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.615104372857446	0.121128547020269	Inf	0.369595237614451	0.813299419401107
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.501023371050569	0.127925737836902	Inf	0.269171506348356	0.732435974864203
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.353616763350899	0.116977924648997	Inf	0.167110761883002	0.598660307603796
"whole cortex"	"scvi"	0.58979828554547	0.123777348798846	Inf	0.345335084147172	0.796712305288063
