"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	0.999953635338761	0.0472491833413551	Inf	1	-0.000981256883248618	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.00002765719314	0.0472534356075997	Inf	1	0.00058530295712544	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00004908653216	0.0472546666582751	Inf	1	0.00103879130577159	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	0.838204990777928	0.0397791788363508	Inf	1	-3.718954828986	0.00764912859719469
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.878282072937517	0.0455231185436057	Inf	1	-2.50400260960717	0.266030883783469
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.878309335117161	0.0455247831696143	Inf	1	-2.5033899204437	0.266361368935252
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.878293175690627	0.0455237960690268	Inf	1	-2.50375310601869	0.266165436219854
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.878304847017222	0.0455245090129403	Inf	1	-2.50349079027848	0.266306942525067
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	0.27397971624613	0.0155330342424792	Inf	1	-22.83661149892	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.00007402528654	0.0472551539038345	Inf	1	0.00156655984000866	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00009545561916	0.0472563850037448	Inf	1	0.00202004818818204	1
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	0.838243855670332	0.0397806290560237	Inf	1	-3.7180146797159	0.00767601377406535
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.878322796076416	0.0455248521161332	Inf	1	-2.5031288099543	0.26650228784759
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.87835005952012	0.0455265161341034	Inf	1	-2.50251615756515	0.266833108098719
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.878333899344325	0.0455255293312708	Inf	1	-2.50287932478092	0.266636974910997
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.878345571212082	0.0455262423041631	Inf	1	-2.50261700888662	0.266778633261828
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	0.273992419811857	0.0155336486012923	Inf	1	-22.8359492969997	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.00002142874636	0.0472536417142151	Inf	1	0.000453488348758114	1
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	0.838181809021751	0.0397783135874498	Inf	1	-3.71951563327873	0.00763313238895935
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.878257782792393	0.045522083399266	Inf	1	-2.50452387873902	0.265749906747463
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.878285044218062	0.0455237476470909	Inf	1	-2.50391120835899	0.266080169907483
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.87826888523844	0.0455227602326561	Inf	1	-2.50427441240356	0.265884352816316
