"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.871512978525228	0.014520848855817	Inf	0.840270618942268	0.897390696975408
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.855459462738773	0.0159758948545606	Inf	0.821250594730708	0.884045839444334
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0924476324488483	0.0108240662923769	Inf	0.0733071767526603	0.115960286490161
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.888588456015774	0.0128404086238212	Inf	0.86082885005962	0.911381041781896
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.881105671220847	0.0135593846065615	Inf	0.851858815669522	0.905220882701221
"whole cortex"	"seurat"	0.856354964771498	0.0159591300926938	Inf	0.822161257938388	0.884894581885504
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.837636754504379	0.0177368733341708	Inf	0.799814627062401	0.869479077748094
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.902466462326591	0.0114643230068728	Inf	0.877574413961931	0.922742919339937
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.149767933675299	0.0163827828784613	Inf	0.120406724326753	0.184784764912005
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.870740522892196	0.0145896987357243	Inf	0.839357876735943	0.896746517094731
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.839458467841142	0.0174469418702921	Inf	0.802258315021027	0.870787491789307
"whole cortex"	"scvi"	0.860625018940393	0.0155403601055591	Inf	0.827293085859938	0.888391842001869
