"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.897570598015496	0.0115396680667459	Inf	0.872640579110826	0.918078796344144
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.898835213217735	0.0114132943965381	Inf	0.874169742420405	0.919113094186896
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.892565285701236	0.012038724908764	Inf	0.866591822647227	0.913983860814605
"Dissection Primary auditory cortexA1"	"seurat"	0.898532521013566	0.0114435773178338	Inf	0.873803638075913	0.918865579835602
"Dissection Primary somatosensory cortex S1"	"seurat"	0.897712906573408	0.011525908586224	Inf	0.872811559197332	0.918195923916039
"Dissection Primary visual cortexV1"	"seurat"	0.899147229381674	0.0113821632214435	Inf	0.874546929345193	0.919368371918679
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.899550025427441	0.0113440512544509	Inf	0.875028940231201	0.919701253714279
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.903384154399661	0.0109575890705717	Inf	0.879673762262783	0.922832248725352
"whole cortex"	"seurat"	0.790551227695813	0.0208011635274852	Inf	0.746877702074143	0.828420456797133
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.897370381031206	0.0115599814888852	Inf	0.872397763103995	0.917915539366158
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.897687000449217	0.0115277428828504	Inf	0.872782022308675	0.918173526731812
"Dissection Angular gyrus AnG"	"scvi"	0.914286071861583	0.00984274550867547	Inf	0.8929238083254	0.931712385062991
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.91165401638196	0.0101143548040487	Inf	0.889718315842721	0.929571948596566
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.876834067859178	0.0135721201500708	Inf	0.847673853565656	0.901063591765256
"Dissection Primary auditory cortexA1"	"scvi"	0.91075427886352	0.010205625545344	Inf	0.88862641637344	0.928837814259224
"Dissection Primary somatosensory cortex S1"	"scvi"	0.911764465826227	0.0101037751840962	Inf	0.889850866525806	0.929663065946323
"Dissection Primary visual cortexV1"	"scvi"	0.908835411189192	0.010407489275691	Inf	0.886280694723455	0.92728372808997
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.801062838221541	0.0200720385078247	Inf	0.758795426024473	0.837509626175412
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.880090369647527	0.0132494059165739	Inf	0.851601019544281	0.903728683077629
"whole cortex"	"scvi"	0.912348482634209	0.0100422382933915	Inf	0.8905651218122	0.9301359552201
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.911959057090599	0.0100840295671032	Inf	0.890087039366008	0.92982183621963
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.911248190756396	0.0101556272813657	Inf	0.88922555944207	0.929240981694332
