"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.00245413549609906	0.000429154778692042	Inf	0.0017417776541149	0.00345682686805615
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.00245413601502703	0.000429154838275386	Inf	0.00174177806574502	0.00345682751294166
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0112695995830838	0.00173568478047309	Inf	0.00832925641823612	0.0152319813929703
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.19806003863095	0.0102479285069612	Inf	0.178737977623631	0.218914088976206
"whole cortex"	"seurat"	0.00307311562794469	0.000532039675129694	Inf	0.00218848593051811	0.00431378437939186
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.00213162788945035	0.000392035352561309	Inf	0.00148631276248876	0.00305626309258355
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.00213162618616927	0.000392035136626032	Inf	0.00148631144190801	0.00305626092408789
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.00411088877968583	0.000784199261370753	Inf	0.00282779659275258	0.00597268761459296
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.00228772923063348	0.000421756087326971	Inf	0.00159375974994893	0.00328287967813813
"whole cortex"	"scvi"	0.00279054079578512	0.000520362682552919	Inf	0.00193592919101605	0.00402089888672947
