"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.112314421799608	0.0079801416205156	Inf	0.0975987982075338	0.128931808154003
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.112314603830027	0.00798015119639472	Inf	0.0975989619904998	0.128932009404513
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.112315164052336	0.00798017989736953	Inf	0.0975994673871428	0.128932627079034
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.112316272746544	0.00798023669725933	Inf	0.0976004675800816	0.128933849472475
"whole cortex"	"seurat"	0.121243867766387	0.00857512522945792	Inf	0.105415449626596	0.139079467936663
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.120652465364057	0.00843987310218133	Inf	0.10506416744817	0.138196440672645
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.120650849661408	0.00843979287531117	Inf	0.105062705525097	0.138194664989462
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.120648613201509	0.00843968182445949	Inf	0.105060681928336	0.13819220708274
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.120647441682919	0.00843962365285519	Inf	0.105059621913502	0.138190919563954
"whole cortex"	"scvi"	0.228960100875986	0.0150796754083783	Inf	0.200750413626222	0.259845086580889
