"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.652017076649322	0.0247163408835641	Inf	0.602144541510239	0.698765450658371
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.656881274103355	0.0245494630085794	Inf	0.607292616995531	0.703267766393395
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.635667136952368	0.025245093729934	Inf	0.584909377908121	0.683575886946776
"Dissection Primary auditory cortexA1"	"seurat"	0.660904440552584	0.0244038143253876	Inf	0.61156667122569	0.706978067005235
"Dissection Primary somatosensory cortex S1"	"seurat"	0.654475640636555	0.0246312266703335	Inf	0.60474813503935	0.701039666612625
"Dissection Primary visual cortexV1"	"seurat"	0.671214352014159	0.0240234760725039	Inf	0.622535486377597	0.716474578597046
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.629308729759284	0.0254137308968406	Inf	0.578283634332349	0.67760200439115
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.66183740229843	0.0243708295952163	Inf	0.612556208098912	0.707839946260902
"whole cortex"	"seurat"	0.420477869997359	0.0265301600508293	Inf	0.369537289167791	0.473170384448108
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.658700115049395	0.0244831897440878	Inf	0.609225733847423	0.704944355980417
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.666053481930361	0.0242150822726695	Inf	0.617042033769829	0.711722866896505
"Dissection Angular gyrus AnG"	"scvi"	0.658002538073	0.0245100347627239	Inf	0.608481360322638	0.704303918664803
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.612772868685566	0.0258689787097151	Inf	0.561020272722505	0.662098975810529
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.653055854232839	0.0246684235962182	Inf	0.603269336620581	0.699704597223111
"Dissection Primary auditory cortexA1"	"scvi"	0.671423354173159	0.024023578305107	Inf	0.622741557112251	0.716681201769018
"Dissection Primary somatosensory cortex S1"	"scvi"	0.651443637071383	0.0247299313623023	Inf	0.601550243808192	0.698223634096506
"Dissection Primary visual cortexV1"	"scvi"	0.689663173278926	0.0233093517493301	Inf	0.642237609310871	0.733411539384899
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.600683537554424	0.0261552320620228	Inf	0.548495739746268	0.650680846169588
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.616243899974904	0.0257665937204323	Inf	0.564657632080448	0.665340301639043
"whole cortex"	"scvi"	0.655236292870058	0.024597230830527	Inf	0.605569556149672	0.701729388147195
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.639175299004282	0.0251276858224395	Inf	0.588615288094074	0.686827499836198
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.616191215762459	0.0257812151971467	Inf	0.564575799767602	0.66531521693716
