"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.947299923193891	0.0154574123165277	0.907384157380877	0.970570657477126
"scvi"	0	0.934087181181213	0.0190637228640293	0.885373075691714	0.96296477247647
"seurat"	0.05	0.942654335008441	0.0167337467386683	0.899605243480325	0.967902671698441
"scvi"	0.05	0.912440677165208	0.0247308962777481	0.850313297134712	0.950289602294333
"seurat"	0.1	0.937626195524542	0.0181006318090272	0.891248623947424	0.965002458601454
"scvi"	0.1	0.884563757799969	0.0316014441874243	0.806864838707771	0.933577402784687
"seurat"	0.15	0.932188897323961	0.0195617502351966	0.882284595196004	0.961851523877572
"scvi"	0.15	0.849277543719538	0.0396083182794471	0.754441564578707	0.911770664370839
"seurat"	0.2	0.926314863667006	0.0211204077194375	0.872684196528554	0.958430212093251
"scvi"	0.2	0.80557590961079	0.0484572724722939	0.693193369480822	0.883699524339038
"seurat"	0.25	0.919975681529106	0.0227794114772015	0.862419670636073	0.954717692148439
"scvi"	0.25	0.752889958582205	0.0575557054984007	0.624269770325589	0.848188009968258
"seurat"	0.5	0.880274745285862	0.0326245191092224	0.800317223939386	0.930976743595595
"scvi"	0.5	0.39578327525144	0.0740020591988922	0.263158196828345	0.545743114567307
"seurat"	0.75	0.824632248864934	0.0448367972284977	0.719168137962749	0.896206322838645
"scvi"	0.75	0.123443491973509	0.0335335137404034	0.0712489845536739	0.205417026080908
