"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0736269331938389	0.0374145934922003	Inf	0.0264058289197857	0.188907827057662
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.073627574542158	0.0374148910974372	Inf	0.0264060724347514	0.188909257239507
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.488495143695452	0.135877787167273	Inf	0.247525384046357	0.734933450265132
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.397774104865809	0.130435920355591	Inf	0.185131997812038	0.657564687531324
"whole cortex"	"seurat"	0.236552387865427	0.0987016218562128	Inf	0.0959668625380776	0.474899478983715
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0979235900936709	0.0483657354490044	Inf	0.0357897129224128	0.240968952380339
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0979217112684648	0.0483649147814664	Inf	0.0357889739061691	0.240965088814032
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.314403184319021	0.117871359796623	Inf	0.135710808065637	0.57252342188625
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.324109150382878	0.120142934234093	Inf	0.14065299157122	0.584184327214663
"whole cortex"	"scvi"	0.32996931247869	0.120885812340616	Inf	0.144305688936917	0.589846680028443
