label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.0	0.0	264
Astrocyte	scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8917535307438361	0.12905677557517747	264
Astrocyte	scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.9088048665804113	0.13202458041379522	264
Astrocyte	scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.7587194492334832	0.22780375902738575	264
Astrocyte	scvi	0.0	whole cortex	subclass	0.8703915344458788	0.1682942991289236	264
Astrocyte	scvi	0.05	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.0	0.0	264
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8917535307438361	0.1290567755751775	264
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.9088048665804113	0.13202458041379517	264
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.7587194492334832	0.2278037590273858	264
Astrocyte	scvi	0.05	whole cortex	subclass	0.8703915344458788	0.1682942991289236	264
Astrocyte	scvi	0.1	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.0	0.0	264
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8917633049503789	0.1290616071044665	264
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.9088398994263475	0.13201707802045257	264
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.7584219249458173	0.2280746678579404	264
Astrocyte	scvi	0.1	whole cortex	subclass	0.8703595652743983	0.16817948118655532	264
Astrocyte	scvi	0.15	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.0	0.0	264
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.893200864865807	0.1291564180515854	264
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.9080955412314885	0.13196728548512818	264
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.727682188976642	0.2504288294809215	264
Astrocyte	scvi	0.15	whole cortex	subclass	0.8673130078523669	0.1705871021053553	264
Astrocyte	scvi	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.0	0.0	264
